Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Either stitch it or shoot it, but fix it quickly."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","You're weak, and if you weren't from our tribe, we'd have killed you long ago."
2,- हाँ.,- Yeah.,?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English) ?? (English)
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"When something causes him trouble, he is afraid and lacks the courage to listen; when something does not cause him trouble, he has the courage to listen."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"I left my girlfriend with a beautiful rose, forever bound to me. (Note: This is a natural English translation, not a word-by-word translation.)"
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',किसी भी प्रकार के संदेश को भेजने की कोशिश करने से पहले सुनिश्चित करें कि आप एक प्रेषक हैं।
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन को डाउनलोड करें।
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone's gone to move to a new place and gone to kill the Deer God. - Where's Lady Eboshi? Everyone
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","(O Messenger) tell those people, ""Can I tell you something better than the fact that those who have been granted the privilege of being close to Allah in the Hereafter will be in beautiful gardens with rivers flowing beneath them, where they will reside forever, and in addition to that, they will have pure and chaste spouses, and above all, Allah's pleasure, and Allah is always watching those who pray and accepts their prayers."
