Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Suture it or give a shot but cure it quickly.  (Idiom)
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","You're no match for us, you're weak, and if you weren't a member of our tribe, we would have killed you a long time ago. Literal: क्योंकि हमारे पास तुम्हारे से बहुत ज्यादा सैनिक है और हमारे सैनिक तुम्हारे सैनिकों से बहुत अच्छे है और तुम्हारे पास तो कुछ भी नहीं है और तुम्हारे सैनिक तो हमारे सैनिकों के सामने जैसे की कुत्ते है और अगर तुम्हारा क़बीला होता तो हम तुम्हें अपने लोगों में बहुत ही कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते क्योंकि हमारे पास तुम्हारे से बहुत ज्यादा सैनिक है और हमारे सैनिक तुम्हारे सैनिकों से बहुत अच्छे है और तुम्हारे पास तो कुछ भी नहीं है और तुम्हारे सैनिक तो हमारे सैनिकों के सामने जैसे की कुत्ते है और हम तुम्हारे सैनिकों को तुम्हारे सामने ला कर दिखाएंगे और तुम्हारे सैनिक तुम्हारे सामने से भाग जाएंगे और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते क्योंकि हमारे पास तुम्हारे से बहुत ज्यादा सैनिक है और हमारे सैनिक तुम्हारे सैनिकों से बहुत अच्छे है और तुम्हारे पास तो कुछ भी नहीं है और तुम्हारे सैनिक तो हमारे सैनिकों के सामने"
2,- हाँ.,- Yeah.,I agree to it without thinking it through.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"He gets frightened at the slightest trouble, and also at the absence of trouble."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Forever bound to be for the sake of being bound to be for the sake of being bound to be for the sake of being bound to be.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',One is trying to send a letter in a non-mailbox source '%s'.  - एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश कर रहा है (One is trying to send a letter in a non-mailbox source '%s')
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Use the image histogram adjust levels plugin for the digital camera
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man has moved and gone to kill the Deer God. -
8,वो मेरी माँ है.,My mother's from Sweden.,वो मेरी माँ है. (Wo meri ma hai.)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",And God is watching those who pray and remember His name. (or) God is watching those who remember Him. (or) God is watching those who pray. (or) God is watching those who remember. (or) God is watching His servants who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember and pray. (or) God is watching those who remember God. (or) God is watching those who pray and remember His name. (or) God is watching those who remember His name. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray. (or) God is watching those who remember. (or) God is watching those who remember God. (or) God is watching those who remember. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is watching those who pray and remember. (or) God is watching those who remember and pray. (or) God is watching those who pray and remember God. (or) God is watching those who remember God. (or) God is
