Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Put a needle or inject a bullet but cure it quickly.  The idiom सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो is a Hindi idiom that means ""treat the problem with all means, but solve it quickly."" It is often used to convey the idea that one should be willing to try various methods to resolve an issue, but ultimately aim to find a swift solution. The idiom is composed of three parts: सुई लगाओ (Put a needle), या (Or), गोली खिलाओ (Inject a bullet), लेकिन (But), इसे (It), जल्दी से (Quickly), and ठीक करो (Cure it). The idiom is often used in informal settings, such as in conversations or in writing, to add a touch of humor and creativity to one's language. It is not typically used in formal or professional settings, as it may be perceived as too casual or unprofessional.  The idiom is a humorous and creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is often used to add a touch of humor and creativity to one's language.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a humorous and creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom is a creative way to convey the idea of being willing to try various approaches to solve a problem, but ultimately aiming for a quick and effective solution.  The idiom"
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And those people said, ""Oh, Shuayb, what you say is often not understood by us, and there is no doubt that we consider you to be very weak among our people, and if your tribe had not been, we would have killed you long ago, and you cannot harm us in any way."
2,- हाँ.,- Yeah.,"Yes, yes. Source: https://www.chinahighlights.com/culture/chinese-idioms/han-han.htm"
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,The final answer is: which to him trouble reaches is then be frightened rises is and which to him not reaches then sleep goes.
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,"One should include a musician in their life, so that they can be bound to music forever."
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send mail to '%s'.  Any non-mailbox source tried to send
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,The final answer is:
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता है और भगवान हिरण को मारने के लिए चला गया है। -
8,वो मेरी माँ है.,My mother's from Sweden.,He/She/It is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं जो उन्हें नसीब होती हैं जिन्होंने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ बेहिश्त के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं और वे हमेशा उसमें रहेंगे और उनके लिए साफ सुथरी बीवियॉ हैं और ख़ुदा की ख़ुशनूदी है और ख़ुदा उन बन्दों को खूब देख रहा है जो दुआऐं मॉगा करते हैं और उनकी दुआओं को सुनता है।
