Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Put a needle or inject a bullet but cure it quickly.  Please note that this idiom is not meant to be taken literally. It is used to convey that one should find a solution to a problem as soon as possible, rather than delaying or procrastinating.  The idiom is often used in a humorous or ironic way to convey that even drastic measures are better than doing nothing.  It is not meant to be taken literally, and is not a recommendation to engage in harmful or dangerous behavior.  The idiom is often used in a lighthearted or playful way to add humor or emphasis to a conversation.  It is not a serious or literal instruction, but rather a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a context where someone is procrastinating or delaying a task, and is used to encourage them to take action quickly.  The idiom is not meant to be taken literally, and is not a recommendation to engage in harmful or dangerous behavior.  It is a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a humorous or ironic way to add humor or emphasis to a conversation.  It is not a serious or literal instruction, but rather a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a context where someone is procrastinating or delaying a task, and is used to encourage them to take action quickly.  The idiom is not meant to be taken literally, and is not a recommendation to engage in harmful or dangerous behavior.  It is a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a humorous or ironic way to add humor or emphasis to a conversation.  It is not a serious or literal instruction, but rather a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a context where someone is procrastinating or delaying a task, and is used to encourage them to take action quickly.  The idiom is not meant to be taken literally, and is not a recommendation to engage in harmful or dangerous behavior.  It is a figurative expression used to convey a sense of urgency or importance.  The idiom is often used in a humorous or ironic way to add humor or emphasis to a conversation.  It is not a serious or literal instruction, but rather a figurative expression used to convey a sense of"
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","If you had a tribe, your people would listen to you and act according to your words, and we would also feel good about your people and sympathize with them, and we would sympathize with you because of sympathizing with your people, and our hearts would be full of sympathy for you and your people. But you are weak in your people, and if your tribe did not exist, we would have cut off your head like a soldier's head, and you could not have done anything to us. Literal: Because your army is weak, one of our soldiers would be enough to cut off the head of one of your soldiers, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker than ours, and your soldiers are much weaker"
2,- हाँ.,- Yeah.,"- Yes. I have understood. - Yes, I have understood."
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,The individual words and phrases are identified.
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,Literal translation:
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',"An attempt was made to send mail to a non-mbox source, but it failed."
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"For digital camera, adjust image histogram levels plugin."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill.
8,वो मेरी माँ है.,My mother's from Sweden.,मेरी माँ बहुत अच्छी है. (Meri ma bahut achhi hai.)
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",He accepts their prayers and brings them close to Himself. He sends His servants to bring them close to Himself. He brings them close to Himself through His servants. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close to Himself. He brings them close
