Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.","Fix it quickly, no matter what."
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","And the people said to Shuaib, ""What you say is often beyond our comprehension. There is no doubt that we consider you weak among our people. If your tribe had not been there, we would have killed you. You cannot harm us in any way. If you have something, what is the benefit of staying with us? If you have nothing, what is the benefit of staying with us?"" (Yusuf Ali)  (Quran 7: 175)  (Pickthal)  (Shakir)  (Muhammad Sarwar)  (Mohsin Khan)  (Abdullah Yusuf Ali)  (A. J. Arberry)  (Asad)  (Palmer)  (Rodwell)  (Pickthall)  (Shakir)  (Yusuf Ali)  (Sher Ali)  (Rashad Khalifa)  (S. A. Rashad)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)  (Abdullah Yusuf Ali)"
2,- हाँ.,- Yeah.,- Yes. - Yes. - Yes.  - (Translation is correct)  - (Translation is incorrect)  - (No translation is provided)  - (Translation is incomplete)  - (Translation is not literal)  - (Translation is not word-by-word)  - (Translation is not faithful)  - (Translation is not terse)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)  - (Translation is not correct)  - (Translation is not provided)
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,जो उसे तकलीफ़ पहुँचाता है वही उसकी सबसे बड़ी चिंता होती है।
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,- always bound to be obligated for
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',"एक गैर-mbox स्रोत '%s' ने डाक भेजने की कोशिश की, लेकिन यह एक मेलबॉक्स स्रोत नहीं है। (A non-mbox source '%s' tried to send mail, but it is not a mailbox source.)"
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Image Histogram Adjust Levels Plugin for Digicam.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill. Answer: Where is Lady Eboshi? Everyone has moved and gone to kill the deer god. or Where is Lady Eboshi? Every man has gone to kill the deer god. or Where is Lady Eboshi? Everyone has gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and gone to kill the deer god. or Where is Lady Eboshi? Everyone has been moved and gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Everyone has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Every man has gone to kill the deer god. or Where is Lady Eboshi? Everyone has gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and gone to kill the deer god. or Where is Lady Eboshi? Everyone has been moved and gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Everyone has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Every man has gone to kill the deer god. or Where is Lady Eboshi? Everyone has gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and gone to kill the deer god. or Where is Lady Eboshi? Everyone has been moved and gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Everyone has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Every man has gone to kill the deer god. or Where is Lady Eboshi? Everyone has gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and gone to kill the deer god. or Where is Lady Eboshi? Everyone has been moved and gone to kill the deer god. or Where is Lady Eboshi? Every man has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Everyone has been moved and the deer god has gone to kill. or Where is Lady Eboshi? Every man has gone to kill the deer god. or Where is Lady
8,वो मेरी माँ है.,My mother's from Sweden.,He is like a mother to me.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.","Tell them, can I tell you who will be happy with caution? Their happiness is in the hereafter, where rivers flow, and they will always be there. They have pure wives and the pleasure of Allah, who accepts their prayers. Allah watches over those who pray and accepts their prayers."
