Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Put needle or give bullet but fix it quickly.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn't exist, we would have killed you long ago. You can't even threaten us. Translation: Because your people are our relatives, you're weak in our eyes. If your tribe didn"
2,- हाँ.,- Yeah.,Yes.
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"He's only afraid when he's in trouble, and he's not afraid to take risks."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,to be duty-bound to each other for ever.
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',"An email was sent from a non-mailbox source, but it was unsuccessful."
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,"For digicam, you need to install the image histogram adjust levels plugin."
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God. - Where's Lady Eboshi? Every man has moved and gone to kill the Deer God
8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",उन लोगों से कह दो कि क्या मैं तुम्हें जिन लोगों ने अच्छाई की और खुशामद की उनके लिए जो खुशामद की जगह है वहाँ रहने का मौका दे सकता हूँ जहाँ वे हमेशा खुश रहेंगे।
10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,क्या यह फिल की तरह है? (Is it like Phil?)
11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,क्या मौजूदा स्ट्रीम seekable है (क्या मौजूदा स्ट्रीम को seekbar के माध्यम से खोजा जा सकता है)।
12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,आप दो अज्ञात पुरुष इस घर बिन बुलाए दर्ज करें।
13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,This situation is completely chaotic.
14,गूगल टाक होम नाम 3,Google Talk Home Name 3,Google Talk Home Name 3.
