Unnamed: 0,src,true_meaning,predicted
0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Put needle or give a shot but fix it quickly.
1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”",The translation of the Hindi text is:
2,- हाँ.,- Yeah.,हाँ. हाँ. हाँ. (Hā. Hā. Hā.) - (Hā. Hā. Hā.)
3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"If he suffers injury, he gets frightened; if the one who fears him suffers injury, he gets killed."
4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,I have dedicated my life to being a musician.  I have dedicated my life to music. I have dedicated my life to being a singer. I have dedicated my life to being a composer. I have dedicated my life to being a performer. I have dedicated my life to being a music lover. I have dedicated my life to being a music enthusiast. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my life to being a music connoisseur. I have dedicated my life to being a music aficionado. I have dedicated my
5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',A non-mbox source '%s' tried to send an email.
6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Use Image Histogram Adjust Levels plugin for DeziCam.
7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,- Where is Lady Eboshi? Everyone has moved away and the deer god is killed. -
8,वो मेरी माँ है.,My mother's from Sweden.,"He/She/It is my mother. (Lit.)  (Note: This idiom is used to express that someone is very close to you, like a mother.)  (Source: Wikipedia)"
9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",He rewards them with the ability to pray sincerely and with the happiness of His heart. (or) He rewards them with the ability to pray sincerely and with His heart's joy. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the happiness of His heart. (or) He rewards them with the ability to pray sincerely. (or) He rewards them with His heart's joy. (or) He rewards them with the
