,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,OR
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,<select the most relevant English idiom> OR
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Alternatives: <list the other two English idioms>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To kill time
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Speechless
805,मुँह चलाना,to speak unnecessarily,to run the mouth,<select the most relevant English idiom>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To hit the town
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,<select the most relevant English idiom>
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk with a forked tongue
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Alternatives: <list the other English idioms that could also apply>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To have a bird in the hand
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Explanation: <provide a short explanation of why the selected idiom is the best match for the Hindi idiom>  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.  I'll be happy to help.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,The writing is on the wall
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To get in on the action
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,"Note: The output is based on the assumption that the Hindi idiom is ""किसी के दिल की बात सुनना"" and not ""किसी के दिल की बात सुनना"". Please provide the correct Hindi idiom."
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Throw good money after bad
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Give without expecting
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,OR
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be in a daze
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,To be a social butterfly
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Be left high and dry
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To be worn to the bone
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Drive someone up the wall
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Alternatives:
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Weigh heavily on someone's mind
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Alternatives: <list the English idioms in order of their relevance>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's grip on reality
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on a roll
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Sell out
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,None of my concern
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Stage-1 output (definition + candidates):
