,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Definition: <definition of the Hindi idiom>
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To be on cloud nine
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Stage-1 output (definition + candidates):
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To butter someone up
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Note: The English idiom that best matches the definition of the Hindi idiom is selected from the candidates provided.
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To be a puppet on a string
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Tongue-lashing
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,2) Sugarcoat your words.
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,```python
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,To change one's tune
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Eat humble pie
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To scare the living daylights out of someone.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,1) To bear the mark of shame
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Definition: <define the Hindi idiom>
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A bitter pill to swallow
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A nagging feeling
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,4) <other English idiom>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,It is impossible to lift falling water.
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Definition: <define the Hindi idiom>
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Be on cloud nine
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,<English idiom> (with a brief explanation of why it's the best match)
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To be in a state of limbo
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To blow someone's mind
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,1) To be at a loss for words.
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,1) To weigh on one's mind
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Other: <list other English idioms that are somewhat relevant but not the best match>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's mind
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be between a rock and a hard place
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,2) Cut one's coat according to one's cloth
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To be the cream of the crop
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Keep going
831,जुबान काट लेना,to regret words spoken,to bite the tongue,A chicken
832,जुबान कसना,to rebuke harshly,to tighten the tongue,<select the most relevant English idiom>
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Tell it like it is
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,The pot calling the kettle black.
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Other: <list the other English idioms that are also relevant but not the best match>
836,जुबान सरक जाना,to misspeak,for the tongue to slide,"Alternatives: <list the other relevant English idioms, if any>  # IdiomTranslation"
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Sugarcoat something
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,<select the most relevant English idiom>
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),On edge
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,<select the most relevant English idiom> OR
842,सीने में जलन होना,to feel envy,to have burning in the chest,Turn over a new leaf
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Alternatives: <list the other English idioms that are similar but not as relevant>
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To carry the world on one's shoulders.
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To watch one's tongue
846,रंग दिखाना,to reveal true colors,to show color,2
847,रंगीन होना,to enjoy life freely,to become colorful,To spice up your life.
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Lose its luster
849,रंग उड़ना,to fade away,for the color to fly/fade,To be in a tizzy
850,रंग जमना,to gain traction,for color to set,To hit the big time
851,रंग लगना,to start celebrating,to have color applied,Add a cherry on top
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be under someone's spell
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,A stitch in time saves nine.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To shoot oneself in the foot
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Stage-1 output (definition + candidates):
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Stage-1 output (definition + candidates):
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,अपनी डींगे हाँकना - <select the most relevant English idiom> OR
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Hold one's head up high
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To sing one's own praises
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,```python
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Alternatives: <list other relevant English idioms>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,2) To own up
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",1) <other English idiom>
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,<select the most relevant English idiom>
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Free ride
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Give someone a leg up
