,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,To be in the middle of nowhere
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Plain language
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Leave a lasting impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,Reasoning: <explain the choice>
1004,混世魔王,Devil incarnate,Demon King of Chaos,A pain in the neck
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,<select the most relevant English idiom>
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To muddy the waters
1007,混为一谈,Confuse something with something else,Mix it up,Mix up
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Take it easy
1009,添枝加叶,Embellish a story,Add branches and leaves,embellish
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Add your own bricks to the wall.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,to add insult to injury
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A clear understanding
1013,游刃有余,Be move than equal to a task,Do it with ease,Handle with ease
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of a situation
1015,浑然一体,An integral whole,All in one,To be completely integrated into something
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from past mistakes
1017,沧海横流,The changes and disorders of the times,Across the sea,A time of great turmoil or crisis
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,a grain of sand in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Cut off their food supply
1020,滴水成冰,Freezing cold,Dripping into ice,an inch of ice
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,a wave of public opinion
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is loud and obnoxious.
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,Pass the buck
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Stir up trouble
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A dazzling display of fireworks or lights
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of the imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,A true friend is revealed in times of hardship.
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,paint a picture
1030,无米之炊,Make bricks without straw,Cooking without rice,To make something from nothing.
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A storm is brewing.
1032,无风起浪,Make trouble out of nothing,No wind and waves,A storm without a storm
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,Unbeatable in the world
1034,无功受禄,Get a reward without deserving it,Reward without merit,To get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,at a loss
1036,无济于事,Useless,To no avail,It doesn't make a difference.
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,for no reason
1038,无事生非,Create problems where none exists,Much Ado About Nothing,To stir up trouble for no reason.
1039,无所适从,With no definite plan to follow,At a loss,Caught between a rock and a hard place
1040,无恶不作,Commit all manner of crimes,Do no evil,A person who is not guilty of any crimes.
1041,无以复加,In the extreme,Can't be added,to the limit
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",An idiom with no source or foundation.
1043,无缘无故,For no reason at all,For no reason,Without cause
1044,无庸赘述,It's unnecessary to go into details,Needless to say,It's a no-brainer
1045,烟消云散,Disappear in a flash,Disappear into smoke,Fading away like smoke
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To waste time and effort on trivial pursuits.
1047,照猫画虎,Imitate,Draw cats and tigers,Copycat
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Lonely as a crow
1049,煽风点火,Instigate,Fan the flames,To fan the flames
1050,熟视无睹,Ignore,Turn a blind eye,ignore
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,To hide something in plain sight.
1052,争权夺利,Scramble for power and profit,Scramble for power,To fight for control and resources.
1053,争长论短,Squabble,Debating long and short,To nitpick
1054,为民请命,Plead in the name of the people,Pray for the people,To speak out for the common good.
1055,为非作歹,Break the law,To do evil,To do something bad or wrong.
1056,为富不仁,Be rich and cruel,For the rich,To be heartless and cruel.
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give someone a tiger by the tail
1058,为虎作伥,Help a villain do evil,Play for the tiger,To act as a partner or accomplice to a criminal.
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away birds from a group of people.
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Do as one pleases
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,To drive a wedge between two people
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,A house of cards
1063,片甲不留,The army is completely wiped out,No armor left,leave no trace
1064,片瓦无存,Be razed to the ground,No tiles left,A bird in the hand is worth two in the bush
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,A talking book
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A wild beast
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,A stitch in time saves nine.
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,A dog that is cornered will jump out of its hole.
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,A shock to the senses
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,A fox takes advantage of a tiger's reputation.
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A pack of wolves led by a wolf.
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A cat has nine lives.
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,"To meet in a narrow space or situation, often with a sense of conflict or confrontation."
1074,独霸一方,Be a local despot,Dominate one side,To have a monopoly on something.
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,A tree is not a forest.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,A tyrant who oppresses the people.
1077,独占鳌头,Head the list of successful candidates,Come out on top,First place
1078,率由旧章,Follow the beaten track,Rate by old chapter,Follow the old rules
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond that is not cut cannot be a gem.
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Burn one's fingers
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,A smooth and polished surface
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Show off one's skills in a way that is not appreciated.
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A man's best friend is his weakness.
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,A double-edged sword
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A white Christmas
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A diamond in the rough
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,A dog in a cabbage patch
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,A sore loser.
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A man in a pickle
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,<select the most relevant English idiom>
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,Stage-2 output (justification):
1092,甘之如饴,Gladly endure hardships,Sweet as candy,"To enjoy something that is sweet or pleasant, even if it is bitter or unpleasant in the end."
1093,甚嚣尘上,Making a lot of noise,All over the place,A hot topic
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,A situation that has become unalterable and cannot be reversed.
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort"
1096,用兵如神,Be a superb military commander,Use soldiers like gods,A military genius
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A male thief and a female prostitute.
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",A bird in the hand is worth two in the bush
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Do it all at once
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Dreaming of a juicy steak
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,To ape someone else's style or behavior
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Cut to the chase
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son","Out of sight, out of mind"
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,make a fool of oneself
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,Lead by example
1106,当耳边风,Turn a deaf ear to,When the wind blows,ignore
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,Overbuild
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,A strong wind reveals the strength of grass.
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,Take offense at something
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"When in trouble, seek help from anyone, regardless of their expertise or credibility."
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,Catching a cold from eating bad food
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A person who desires something that is beyond their reach or capability.
1113,登峰造极,Reach the summit,Reach the pinnacle,Take it to the next level
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,Move up the ladder
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,Burn the midnight oil
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A small flaw in a perfect thing.
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,To be married for life
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,To see ghosts during the day
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,Hit a target 100 steps away with a bow and arrow.
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,bring back to life
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,A book that is so good that you can read it over and over again without getting bored.
1122,百端待举,A thousand things wait to be done,Waiting for everything,To be in a state of preparation for multiple tasks or events.
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A lifelong partnership
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,To become hardened through repeated trials and hardships.
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,A patchwork quilt
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend",A free-for-all
1127,百战百胜,Invincible,Win every battle,Unbeatable
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,The sea is the ultimate destination for all rivers.
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff",A dead horse.
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing
1131,皆大欢喜,Everybody is happy,Everyone is happy,A win-win situation
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,A smile that doesn't reach the eyes
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","When the tree is gone, the branches will fall"
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,A big deal
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,A feast is hard to decline.
1136,尽力而为,Do one's best,Do your best,Give one's all
1137,尽心竭力,(do something) with all one's heart,Do my best,Give it your all
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and hope for the best.
1139,目不转睛,Look with fixed eyes,Keep an eye on,riveted
1140,目光如炬,Farsighted,Eyes like torches,perceptive
1141,盲人摸象,One-sided view,Blind man touching elephant,A blind person trying to understand a situation by touching and feeling it.
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Reason: <select the most relevant English idiom>
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Speak one's mind
1144,相辅相成,Supplement each other,Complement each other,A team that works well together
1145,相得益彰,Bring out the best in each other,Complement each other,Two heads are better than one
1146,相提并论,Put something (or somebody) on a par with,On a par,compare apples to oranges
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,Treat someone like a guest
1148,相知有素,Have known each other long,Know each other well,A long-standing friendship
1149,相安无事,Live in peace with each other,Everything is fine,Along for the ride
1150,相依为命,Shore one's life together,Depend on each other,Count on each other for survival
1151,相沿成习,Become a custom through long usage,Learn from each other,get into the habit of
1152,相映成趣,Set each other off,Comparing with each other,a picture is worth a thousand words
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it",A flash of inspiration
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Adapt to the situation
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,"A true friend is like gold, no matter how many times it is tested."
1156,真相大白,The whole truth has come out,The truth is revealed,The truth is out.
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,Overly ambitious
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,Take it personally
1159,睹物思人,The thing reminds one of its owner,See things and think people,Think of the good old days
1160,瞎子摸鱼,Act blindly,Blind man fishing,Blind as a bat
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Wasting time
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,A person who is blind can still see money and open their eyes.
1163,瞒天过海,Practice deception,Cross the sea,Pull a fast one
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","Know your enemy and know yourself, a hundred battles will be as easy as one."
1165,知法犯法,Knowingly violate the low,Know the law and break the law,Know the rules but break them anyway.
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,To keep going despite challenges.
1167,知过必改,Know one's faults and correct them,Knowing must change,To admit one's faults and make amends.
