,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,A fly in the ointment
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,or
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,To be a part of the fabric of society
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,<idiom>
1004,混世魔王,Devil incarnate,Demon King of Chaos,<the selected English idiom>
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To muddy the waters
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,<select the most relevant English idiom>
1007,混为一谈,Confuse something with something else,Mix it up,Not see the forest for the trees
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,1) <select the most relevant English idiom>
1009,添枝加叶,Embellish a story,Add branches and leaves,Make a mountain out of a molehill
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Beating a dead horse
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,<select the most relevant English idiom>
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,To be cut to the heart.
1013,游刃有余,Be move than equal to a task,Do it with ease,Alternatives: <list the other two English idioms>
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,1) <select the most relevant English idiom>
1015,浑然一体,An integral whole,All in one,1)
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To learn from the past.
1017,沧海横流,The changes and disorders of the times,Across the sea,A level playing field
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,4) A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,1
1020,滴水成冰,Freezing cold,Dripping into ice,4) <optional other English idioms>
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Candidates: <list the other English idioms>
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,A heart of stone
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A fish out of water
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,Definition: <definition of the Chinese idiom>
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,2) To put the cart before the horse.
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,```
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,"Explanation: <optional, provide a brief explanation for your choice>"
1028,烈火见真金,True blue will never stain,Fire sees real gold,<English idiom>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,```python
1030,无米之炊,Make bricks without straw,Cooking without rice,The straw that broke the camel's back
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A chain reaction  ######
1032,无风起浪,Make trouble out of nothing,No wind and waves,Make a big deal out of nothing
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,To be pig-headed
1034,无功受禄,Get a reward without deserving it,Reward without merit,Definition: To receive benefits or advantages without putting in any effort or contributing anything.
1035,无计可施,Utterly without resources,Nothing can be done,At a loss
1036,无济于事,Useless,To no avail,"United we stand, divided we fall"
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,To hit the ground running
