,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Stage-1 output: <english idiom>
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,like a child
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Stage-2 output:
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Others: <select the other two most relevant English idioms>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Hold one's tongue
805,मुँह चलाना,to speak unnecessarily,to run the mouth,to gossip
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To put one's thoughts into words
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be polite and courteous
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Stage-1 output: <english idiom>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep your mouth shut
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To speak or act in a way that is not sincere or genuine.
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Give someone the silent treatment
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"Be full of thoughts, ideas, and opinions, but not necessarily based on fact or reason, and often expressed in a way that is not logical or reasonable, and can be seen as a sign of being overly opinionated or stubborn, and can sometimes lead to conflicts or disagreements with others."
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To make a place in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel like you've been hit by a ton of bricks.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,<select the most relevant English idiom>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,<select the most relevant English idiom>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,The heart's core
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel like you're drowning in your own thoughts.
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-2 output (justification):
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To lose one's mind
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To feel at ease
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Stage-2 output (justification):
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To have a clear understanding of something.
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To act on one's ideas
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,absent-minded
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,to lose one's mind
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,A person who is always whining
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Stage-2 output (justification):
