,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's hands of a situation or responsibility.
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Stage-2 output (justification):
802,पैर रोक लेना,to hesitate before action,to hold back the foot,To hold one's tongue
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Keep your mouth shut
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Stage-2 output:
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Stage-2 output (justification):
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be very kind and pleasant to others.
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep your mouth shut
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,to bite the bullet
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To talk one's mouth off
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Put an end to
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Remaining: <select the most relevant English idiom>
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To make space in one's heart.
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To have a heart of ice
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A change of heart
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,"To hold onto one's emotions tightly, often in a negative way."
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,A well of the heart
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel a wave of happiness.
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,"To have a lot of thoughts or ideas, especially when they are not related to each other."
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To lose one's mind
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To feel at ease
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To be on one's mind
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind at ease
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,be in a funk
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Stage-2 output (explanation):
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be scared of one's own shadow
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work like a bee, to work like a bee"
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,bite off more than one can chew
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Ignore
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off someone's income.
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Cutting off one's nose to spite one's face
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,To be honest
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,A dead end
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Lose your temper
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To be on the edge of your seat
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Stage-1 output:
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Stage-2 output (justification):
839,पसीना रोकना,to relieve effort,to stop sweat,Hold one's tongue
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),To be on pins and needles
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have a heart attack
842,सीने में जलन होना,to feel envy,to have burning in the chest,To be on fire
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,A stroke of good fortune
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To have a boiling point.
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To have a meltdown
846,रंग दिखाना,to reveal true colors,to show color,Stage-2 output (justification):
847,रंगीन होना,to enjoy life freely,to become colorful,To be in a good mood
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Go to the dogs
849,रंग उड़ना,to fade away,for the color to fly/fade,To change one's appearance or behavior to fit in with a group or situation.
850,रंग जमना,to gain traction,for color to set,To be in a pickle
851,रंग लगना,to start celebrating,to have color applied,Stage-2 output (justification for the output):
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add more color to an already colorful situation.
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Avoid all possible dangers.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To be straightforward
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be self-centered
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,A piece of cake
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To be up front
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Be self-centered
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To be honest.
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Be blind to the truth
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,To keep something hidden or concealed in a dark place.
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,Blame oneself
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To spill one's guts
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's bearings
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Overconfidence can be dangerous
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Blind to the truth
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Stage-2 output (justification):
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Blind as a bat
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Bite off more than you can chew
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Even the blind can see.
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A piece of cake
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear someone's name but not see them.
