,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's feet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To hold on to something tightly
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Keep one's mouth shut
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To bite your tongue
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Speak up
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To put one's foot in one's mouth
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Stage-2 output (justification):
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep your mouth shut
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep your mouth shut
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Reason: <select the most relevant English idiom>
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To put someone in a difficult situation or to make them feel embarrassed.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Have a chip on your shoulder
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Make a place in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,<select the most relevant English idiom>
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A chill runs down one's spine.
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To have a heartache
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Stage-2 output (justification for your choice):
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To burst into tears
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Other: <select the other relevant English idiom>
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To have a moment of clarity
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Stage-2 output (justification):
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone's mind go blank or confused.
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,The brain gets stuck
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put the cart before the horse
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be absent-minded or forgetful
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Aha moment
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To bite one's nails
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work hard and efficiently, like a dentist working with a drill."
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Make a mountain out of a molehill
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,<select the most relevant English idiom>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Break the ice
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A happy-go-lucky person
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,A busy bee
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Reason: <select the best reason>
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To hit the nail on the head
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep your mouth shut
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To have a close relationship with someone.
839,पसीना रोकना,to relieve effort,to stop sweat,To put a stop to something
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be on pins and needles
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,emotional distress
842,सीने में जलन होना,to feel envy,to have burning in the chest,To get a kick in the pants
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,A wake-up call
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be in a pickle
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To have a meltdown
846,रंग दिखाना,to reveal true colors,to show color,"Let me try to find a suitable English idiom for the Hindi idiom ""रंग दिखाना"" (rang dikhana), which means ""to show one's colors"" or ""to reveal one's true nature""."
847,रंगीन होना,to enjoy life freely,to become colorful,To get excited about something
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,A change of heart
849,रंग उड़ना,to fade away,for the color to fly/fade,Change one's color
850,रंग जमना,to gain traction,for color to set,To be in a state of confusion or disarray
851,रंग लगना,to start celebrating,to have color applied,<select the most relevant English idiom>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add more color to something
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Keep your head down and hope for the best.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To be open and honest about one's feelings or thoughts.
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Keep your head in the game
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,to be in a bad mood
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,Be open and direct
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your head above water
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Let the cat out of the bag
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Blind to the obvious
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,To hide in plain sight
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,Take the blame
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To be open
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,Be in one's own world
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,have an inflexible belief
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,<select the most relevant English idiom>
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Stage-2 output (justification):
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,<select the most relevant English idiom>
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Take advantage of
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,A guiding light
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A blind person
