,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,or
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,In a nutshell
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"Explanation: This idiom is a good match because it implies a person who is indecisive or unreliable, often due to conflicting intentions or loyalties."
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,<selected English idiom>
1004,混世魔王,Devil incarnate,Demon King of Chaos,Definition: <definition of the Chinese idiom>
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Stage-2 output (justification):
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,"2) To muddy the waters.  # This is the best match for the Chinese idiom 混淆是非. The phrase ""muddy the waters"" means to make a confusing situation worse by adding unclear or misleading information, which aligns with the definition of 混淆是非.  # I have made the output format consistent with the instructions. Let me know if you have any further requests!"
1007,混为一谈,Confuse something with something else,Mix it up,Cut to the chase
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Explanation:
1009,添枝加叶,Embellish a story,Add branches and leaves,To gild the lily
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Definition: <define the Chinese idiom>
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,To put the icing on the cake.
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,<idiom>
1013,游刃有余,Be move than equal to a task,Do it with ease,Alternatives: <list other relevant English idioms>
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To fish in troubled waters
1015,浑然一体,An integral whole,All in one,Cut to the quick
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Add fuel to the fire
1017,沧海横流,The changes and disorders of the times,Across the sea,Definition: To face a great challenge or adversity with courage and determination.
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Live off the fat of the land
1020,滴水成冰,Freezing cold,Dripping into ice,2) Many hands make light work
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",A clear conscience is a clear head.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,4) <optional other English idioms>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,Definition: <definition of the Chinese idiom>
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To kill two birds with one stone
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,A throng of people.
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A bird in the hand is worth two in the bush
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A fish out of water
1028,烈火见真金,True blue will never stain,Fire sees real gold,All roads lead to Rome.
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,4) <other English idioms>
1030,无米之炊,Make bricks without straw,Cooking without rice,A feast without wine is not a feast.
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Still waters run deep.
1032,无风起浪,Make trouble out of nothing,No wind and waves,2) Take a step back
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,4) <optional other English idioms>
1034,无功受禄,Get a reward without deserving it,Reward without merit,get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,Sweet talk
1036,无济于事,Useless,To no avail,Flogging a dead horse
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,4) <optional other English idioms>
1038,无事生非,Create problems where none exists,Much Ado About Nothing,To cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Between a rock and a hard place
1040,无恶不作,Commit all manner of crimes,Do no evil,To be a bad egg.  ```python
1041,无以复加,In the extreme,Can't be added,4) <optional>
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",1) A fish out of water
1043,无缘无故,For no reason at all,For no reason,For no apparent reason
1044,无庸赘述,It's unnecessary to go into details,Needless to say,A drop in the bucket
1045,烟消云散,Disappear in a flash,Disappear into smoke,To take the high road
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To throw good money after bad
1047,照猫画虎,Imitate,Draw cats and tigers,<select the most relevant English idiom>
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Hanging by a thread
1049,煽风点火,Instigate,Fan the flames,To fan the flames
