,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,Explanation:
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,"4) Give it to me straight.  (Give it to me straight is the best English idiom that matches the definition of the Chinese idiom ""深入浅出"")  ."
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,A maxim that has taken root in the collective consciousness.
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,<selected idiom>
1004,混世魔王,Devil incarnate,Demon King of Chaos,4) <optional other candidates>
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Note: Please follow the format to the letter.
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Alternatives:
1007,混为一谈,Confuse something with something else,Mix it up,Not see the forest for the trees
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"4) Jack of all trades, master of none"
1009,添枝加叶,Embellish a story,Add branches and leaves,Overcomplicate things
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Adding fuel to the fire
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,<select the most relevant English idiom>
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,or
1013,游刃有余,Be move than equal to a task,Do it with ease,Definition: <definition of the Chinese idiom>
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Definition: <definition of the Chinese idiom>
1015,浑然一体,An integral whole,All in one,A house divided against itself cannot stand.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,1) Learn from the past to build for the future.
1017,沧海横流,The changes and disorders of the times,Across the sea,Head over heels
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,4) <optional other English idioms that are relevant but not the best match>
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,A thing of the past
1020,滴水成冰,Freezing cold,Dripping into ice,A drop in the ocean.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",4) <optional>
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,Definition: <definition of the Chinese idiom>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A scold  (This is the most relevant English idiom that
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride someone else's coattails
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"Cutting to the quick | Alternatives: A knife to the heart, A blow to the heart"
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,4) <optional>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A down-and-outer
1028,烈火见真金,True blue will never stain,Fire sees real gold,<select the most relevant English idiom>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Two peas in a pod
1030,无米之炊,Make bricks without straw,Cooking without rice,<select the most relevant English idiom>
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Best:
1032,无风起浪,Make trouble out of nothing,No wind and waves,Stir up trouble
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,```
1034,无功受禄,Get a reward without deserving it,Reward without merit,Get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,At a loss
1036,无济于事,Useless,To no avail,All for naught
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"When in Rome, do as the Romans do."
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Between a rock and a hard place
1040,无恶不作,Commit all manner of crimes,Do no evil,To sell one's soul to the devil
1041,无以复加,In the extreme,Can't be added,Alternatives:
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",1) A house built on sand
1043,无缘无故,For no reason at all,For no reason,To cut to the quick
1044,无庸赘述,It's unnecessary to go into details,Needless to say,Definition: <provide a brief definition of the Chinese idiom>
1045,烟消云散,Disappear in a flash,Disappear into smoke,Candidates:
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Make a mountain out of a molehill
1047,照猫画虎,Imitate,Draw cats and tigers,Kill two birds with one stone
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",A person without a friend
1049,煽风点火,Instigate,Fan the flames,```python
1050,熟视无睹,Ignore,Turn a blind eye,<select the most relevant English idiom>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,4) To be the last straw
1052,争权夺利,Scramble for power and profit,Scramble for power,OR
1053,争长论短,Squabble,Debating long and short,Definition: <define the Chinese idiom>
1054,为民请命,Plead in the name of the people,Pray for the people,"United we stand, divided we fall"
1055,为非作歹,Break the law,To do evil,4) <other English idioms>
1056,为富不仁,Be rich and cruel,For the rich,3) Power corrupts absolutely
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To throw good money after bad
1058,为虎作伥,Help a villain do evil,Play for the tiger,3) Brown-nose
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,2) To pull out a weed by its roots
1060,为所欲为,Have (or get) one's own way,Do whatever you want,To have a free rein
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,Throw fuel on the fire
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"When the going gets tough, the tough get going."
1063,片甲不留,The army is completely wiped out,No armor left,Leave no stone unturned
1064,片瓦无存,Be razed to the ground,No tiles left,A house of cards
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,<select the most relevant English idiom>
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,Definition: <one-sentence definition>
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,"1) When one domino falls, the rest will follow."
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,All hands on deck
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,To muddy the waters
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To bite off more than one can chew
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A clique
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,To climb the corporate ladder
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,To live on hope
1074,独霸一方,Be a local despot,Dominate one side,The top dog
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,"1) United we stand, divided we fall."
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,1) A king without a council is a king without a crown.
1077,独占鳌头,Head the list of successful candidates,Come out on top,Explanation: <provide a brief explanation>
1078,率由旧章,Follow the beaten track,Rate by old chapter,Going by the book
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond in the rough
