,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep woods
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Keep it simple and clear
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Make a big impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,nitpick
1004,混世魔王,Devil incarnate,Demon King of Chaos,A wild and unruly person who causes chaos and trouble.
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Misjudge right and wrong
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confused right from wrong
1007,混为一谈,Confuse something with something else,Mix it up,Muddle
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Take a bite out of it.
1009,添枝加叶,Embellish a story,Add branches and leaves,Overdo it
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,To add one's own effort to a project or cause.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,embellish
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A clear and calm situation
1013,游刃有余,Be move than equal to a task,Do it with ease,Having a lot of room to maneuver
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the opportunity
1015,浑然一体,An integral whole,All in one,A whole is made up of its parts.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from past mistakes to improve oneself.
1017,沧海横流,The changes and disorders of the times,Across the sea,A stormy sea
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Cut off your nose to spite your face
1020,滴水成冰,Freezing cold,Dripping into ice,A drop of water can freeze into ice.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,A storm of rumors
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is loud and vulgar.
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,A person who pretends to be skilled or knowledgeable when they are not.
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A dazzling display of lights and fireworks
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of the imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,"When the heat is on, only the brave survive."
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To create a false impression or appearance
1030,无米之炊,Make bricks without straw,Cooking without rice,To make something without the necessary ingredients.
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A storm without wind
1032,无风起浪,Make trouble out of nothing,No wind and waves,A storm is brewing.
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,unbeatable in the world
1034,无功受禄,Get a reward without deserving it,Reward without merit,To get what you deserve
1035,无计可施,Utterly without resources,Nothing can be done,Out of options
1036,无济于事,Useless,To no avail,It doesn't make a difference.
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,Heaven's gate
1038,无事生非,Create problems where none exists,Much Ado About Nothing,To stir up trouble
1039,无所适从,With no definite plan to follow,At a loss,at a loss
1040,无恶不作,Commit all manner of crimes,Do no evil,Do as you please
1041,无以复加,In the extreme,Can't be added,beyond description
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house without a foundation
1043,无缘无故,For no reason at all,For no reason,For no reason
1044,无庸赘述,It's unnecessary to go into details,Needless to say,To be frank
1045,烟消云散,Disappear in a flash,Disappear into smoke,Gone with the wind.
