,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,The backwoods
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,<select the most relevant English idiom>
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,A knife to the heart.
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To sweet-talk someone
1004,混世魔王,Devil incarnate,Demon King of Chaos,The prince of darkness
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To be on the safe side
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,<select the most relevant English idiom>
1007,混为一谈,Confuse something with something else,Mix it up,Explanation: <optional>
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Birds of a feather flock together
1009,添枝加叶,Embellish a story,Add branches and leaves,Biting off more than you can chew
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,To make a silk purse out of a sow's ear
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,1) Putting the icing on the cake
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,<select the most relevant English idiom> |
1013,游刃有余,Be move than equal to a task,Do it with ease,Silver tongue
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,<select the most relevant English idiom>
1015,浑然一体,An integral whole,All in one,Not seeing the wood for the trees
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Stage-1 output (definition + candidates):
1017,沧海横流,The changes and disorders of the times,Across the sea,3) To gild the lily
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,4)
1020,滴水成冰,Freezing cold,Dripping into ice,A snowball effect
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Absence makes the heart grow fonder.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,There's no honor among thieves
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,<idiom>
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride someone else's coattails
