,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To have your hands full
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Take the bull by the horns
802,पैर रोक लेना,to hesitate before action,to hold back the foot,To put the brakes on
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,"The best answer is To call it a day.  This is because the Hindi idiom मुँह मोड़ लेना means to turn down or refuse something, often in a polite manner, which is similar to the English idiom To call it a day, which means to stop or discontinue something, often due to a lack of progress or interest. The other options, To bite the bullet and To give up the ghost, do not match the definition of the Hindi idiom."
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Shut one's trap
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Note: The output will be in the same format as the given sample output.
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<select the most relevant English idiom> OR
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Have a honeyed tongue
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Cut in
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,flog a dead horse
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To shoot one's mouth off
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To give someone the jitters OR
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a black mark against one's name
813,दिल में जगह बनाना,to win affection,to make a place in the heart,2) To be in someone's good books
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Like
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Candidates: <list of other relevant English idioms>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Nurse a grudge
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Please provide your answer in the same format.  |
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,OR
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Be on cloud nine
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Alternatives: <list other relevant English idioms>
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Stage-1: <definition of the Hindi idiom + list of candidate English idioms>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To be in a daze
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put on a show
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,<select the most relevant English idiom> - <one-sentence definition>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's marbles
