,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To play dumb
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Explanation: <briefly explain why the selected idiom is the best match>
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Let the cat out of the bag
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Give someone the cold shoulder
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Explanation: <briefly explain why this idiom is the best match>  |  Alternative: <list other idioms that are also relevant but not the best match>
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To big oneself up
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Alternates: <list the other relevant English idioms>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,3) To put on a show
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,On the fence
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Dress to impress
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To shoot the breeze
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Take aback OR
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"To have a blot on one's record.  (This is similar to the Hindi idiom, but a bit more formal)  I couldn't find a more suitable idiom."
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To be heartbroken
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A heavy heart
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Putting on airs
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Look again
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,A flash in the pan
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Stage-1 output (definition + candidates):
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-1 output: <definition + candidates>
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,In private
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Next best: <select the next best English idiom>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,2) To lose one's grip on reality
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,1) To put a heavy burden on someone's mind
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To lose one's marbles
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Cut one's losses
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,I'm in the dark
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,4) Cut from the same cloth
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,A bookworm
