,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,a dense forest
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Make something easy to understand but not easy to understand.
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,make a deep impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,scrutinize
1004,混世魔王,Devil incarnate,Demon King of Chaos,A troublemaker
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse right and wrong
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,1) Confuse right from wrong
1007,混为一谈,Confuse something with something else,Mix it up,Mix up ideas
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,A drop in the bucket
1009,添枝加叶,Embellish a story,Add branches and leaves,Overdo
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Build up the foundation of something.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,inflate
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Clear as a bell
1013,游刃有余,Be move than equal to a task,Do it with ease,to have ample room to maneuver
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the situation
1015,浑然一体,An integral whole,All in one,One of a kind
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from past experiences
1017,沧海横流,The changes and disorders of the times,Across the sea,A stormy sea
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,a drop in the bucket
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To eat the enemy's army for a meal.
1020,滴水成冰,Freezing cold,Dripping into ice,frozen solid
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,A topic or event is widely discussed and talked about.
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is loud and obnoxious.
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,<select the most relevant English idiom>
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,a firework display
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of one's imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,A true friend stands by you through thick and thin.
