,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Stage-2 output (justification):
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To hang on to something tightly.
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Others: <select the other relevant English idioms>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,keep one's mouth shut
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Speak one's mind
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Speak out of turn
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,keep your mouth shut
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Other: <select the other English idioms that are relevant>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,<select the most relevant English idiom>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To be full of life and vigor.
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Reason: <select the most relevant English idiom and explain why it is the best match>
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a lot of ideas or opinions that are not based on facts.
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Stage-2 output (just the idiom):
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel a thorn in the side
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,heartache
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,"To hold onto one's emotions or feelings tightly, often in a negative way."
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the depths of the soul
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,A smile spreads across my face.
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,He's got a heart of gold
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Stage-1 output: <english idiom>
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To feel at ease
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone's mind think negatively.
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To be in a state of bewilderment or bewilderment.
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To calm someone down
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a state of confusion or disorientation.
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Ah-ha!
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on pins and needles
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To work hard and with great effort.
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To put one's foot down
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Go to bat for
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To initiate a conversation or break the ice
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A person who is completely honest and straightforward.
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,To hit someone on the head
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To be speechless with surprise
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To be in a tight spot
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,<select the most relevant English idiom>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To forge a bond or connection with someone or something
