,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's feet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To grab hold of something or someone.
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Hold your breath
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Bite one's tongue
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To open one's mouth and speak.
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Keep your mouth shut
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Stage-2 output (justification):
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep your mouth shut
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep quiet
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To chatter
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To give someone the silent treatment
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To be known for something negative
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Make room in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel a lump in one's throat.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A mood swing
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To be down in the dumps
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,<select the most relevant English idiom>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be heartless
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,to be smitten with someone or something
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,lose it
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To find peace of mind
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To confuse someone's thoughts
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Stage-2 output:
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind at ease
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be at a loss for words.
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Stage-2 output: <select the most relevant English idiom>
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,<select the most relevant English idiom>
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,<select the most relevant English idiom>
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Bite one's nails
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Stage-2 output (justification):
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To remove a small object from a larger object
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,in a pickle
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,<select the most relevant English idiom>
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,to be lost in thought
836,जुबान सरक जाना,to misspeak,for the tongue to slide,In a state of confusion or disarray.
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To hold onto something precious like a jewel.
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Make a connection
839,पसीना रोकना,to relieve effort,to stop sweat,hold back tears
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be on pins and needles
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,A headache that comes from too much work.
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a fever
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Eureka moment
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be in a pickle
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,to cause a ruckus
846,रंग दिखाना,to reveal true colors,to show color,To show one's true colors
847,रंगीन होना,to enjoy life freely,to become colorful,To get excited about something
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,to be in a bad mood
849,रंग उड़ना,to fade away,for the color to fly/fade,To change one's appearance or behavior dramatically
850,रंग जमना,to gain traction,for color to set,To be in a bad mood
851,रंग लगना,to start celebrating,to have color applied,<select the most relevant English idiom>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,to add fuel to the fire
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Don't be too careful.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To be open and direct
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Express one's thoughts and feelings
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,A rotten apple spoils the whole barrel.
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To act in a way that is unexpected or surprising.
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Hold your head high
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Let it all hang out
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,Stage-2 output (justification):
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it under wraps
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to one's errors.
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",to have a strong emotional response
