,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,The backwoods
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,4) <optional other English idioms>
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,2) A drop in the bucket.
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To chase after a will-o'-the-wisp
1004,混世魔王,Devil incarnate,Demon King of Chaos,The crème de la crème
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Explanation: <optional>
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,4) <optional more similar idioms>
1007,混为一谈,Confuse something with something else,Mix it up,To cry over spilt milk
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,2) Cutting one's teeth on something
1009,添枝加叶,Embellish a story,Add branches and leaves,```python
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,To put the icing on the cake
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,4) To make a silk purse out of a sow's ear
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,To stir up trouble
1013,游刃有余,Be move than equal to a task,Do it with ease,Having a string to one's bow
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To reap where you haven't sown
1015,浑然一体,An integral whole,All in one,4) <optional other English idioms>
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,"Learn from the past, look to the future.  ### Step 6:"
1017,沧海横流,The changes and disorders of the times,Across the sea,"<English idiom>, because it most closely matches the definition and connotation of the Chinese idiom."
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A dry well
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Burn your money on something that won't last.
1020,滴水成冰,Freezing cold,Dripping into ice,"1) Drop by drop, the ocean is filled."
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Explanation:
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,1) The whole town is in an uproar
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,Definition: <definition of the Chinese idiom>
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,4) <optional other English idioms>
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,<select the most relevant English idiom>
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Definition: <provide a brief English definition of the Chinese idiom>
