,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,1) Biting the bullet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,OR
802,पैर रोक लेना,to hesitate before action,to hold back the foot,4) <other English idioms>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Alternates: <list the other English idioms that are close but not as good as the best one>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Don't look a gift horse in the mouth.
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To shoot one's mouth off
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Give one's word
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Note: The answer should be in the same format as the example given.
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,<select the most relevant English idiom>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,None
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To suck up to someone
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,The final answer is: Best: 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow. 1) To raise an eyebrow.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a blot on one's copybook
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To capture someone's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A thorn in one's side
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Definition: <one-sentence definition>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To be a big fish in a small pond
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Explanation: <optional>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,OR
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Out of the blue
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Please let me know if you need any modifications to the output format.
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,A labor of love
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Drive someone to the brink of insanity
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,1) Lose one's train of thought
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,or
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To get a cut of the action
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Give someone their head
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Definition: <definition of the selected English idiom>
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Strike while the iron is hot
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To be in a tight spot.
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,For no apparent reason
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Shut someone up
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Keep mum
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A straight shooter
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,Under the radar
