,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,3) The backwoods
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,4) <other English idioms>
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,A matter that gets under one's skin.
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,1) To butter someone up
1004,混世魔王,Devil incarnate,Demon King of Chaos,<select the most relevant English idiom>
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"<English idiom>, but it's not as good as <alternative idiom>"
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,3) To have a lingering fear
1007,混为一谈,Confuse something with something else,Mix it up,4) <optional other English idioms>
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,To scratch the surface
1009,添枝加叶,Embellish a story,Add branches and leaves,A bird in the hand is worth two in the bush
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Be in the thick of things
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Cut to the quick
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A small crack in the wall.
1013,游刃有余,Be move than equal to a task,Do it with ease,4) <optional>
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To fish in troubled waters
1015,浑然一体,An integral whole,All in one,<select the most relevant English idiom>
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,The past is a prologue
1017,沧海横流,The changes and disorders of the times,Across the sea,The whole is greater than the sum of its parts
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,1) Jack of all trades
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Burn one's bridges
1020,滴水成冰,Freezing cold,Dripping into ice,滴水成冰: A snowball effect
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Pride goes before a fall
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,"United we stand, divided we fall."
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,or
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride someone else's coattails
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Putting a price on something worthless
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A high roller.
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Definition: <definition of the Chinese idiom>
1028,烈火见真金,True blue will never stain,Fire sees real gold,1) <candidate 1>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Butter someone up
1030,无米之炊,Make bricks without straw,Cooking without rice,A mountain out of a molehill
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Candidates: <list other relevant English idioms>
1032,无风起浪,Make trouble out of nothing,No wind and waves,"Explanation: <optional, brief explanation of the selection>"
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,Cut to the quick
1034,无功受禄,Get a reward without deserving it,Reward without merit,To reap where one has not sown
1035,无计可施,Utterly without resources,Nothing can be done,4) <optional other English idioms>
1036,无济于事,Useless,To no avail,Flogging a dead horse
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"When in need, ask for help"
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Explanation:
1039,无所适从,With no definite plan to follow,At a loss,1) Gilding the lily
1040,无恶不作,Commit all manner of crimes,Do no evil,Give someone an inch and they'll take a mile.
1041,无以复加,In the extreme,Can't be added,Definition: <Chinese idiom definition>
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",Definition: <provide a clear and concise definition of the Chinese idiom>
1043,无缘无故,For no reason at all,For no reason,Candidates:
1044,无庸赘述,It's unnecessary to go into details,Needless to say,You can't take it back.
1045,烟消云散,Disappear in a flash,Disappear into smoke,4) <other English idioms>
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To kill the goose that lays the golden eggs.  Explanation:
1047,照猫画虎,Imitate,Draw cats and tigers,Optional:
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",A solitary figure
1049,煽风点火,Instigate,Fan the flames,Fanning the flames
1050,熟视无睹,Ignore,Turn a blind eye,<idiom>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,Alternatives: <list the other English idioms that are less relevant>
1052,争权夺利,Scramble for power and profit,Scramble for power,Kill two birds with one stone
1053,争长论短,Squabble,Debating long and short,Birds of a feather flock together
1054,为民请命,Plead in the name of the people,Pray for the people,To be buried under a mountain of paperwork
1055,为非作歹,Break the law,To do evil,Lose face
1056,为富不仁,Be rich and cruel,For the rich,2) Greed is good.
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To try to please all parties
1058,为虎作伥,Help a villain do evil,Play for the tiger,To be head over heels
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,Better late than never
1060,为所欲为,Have (or get) one's own way,Do whatever you want,To have one's way
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"1) Cut off your nose to spite your face. 4)  Explanation: The Chinese idiom ""为渊驱鱼"" means to try to eliminate a problem by removing its root cause, but end up making things worse. The idiom is often used to describe a situation where someone tries to solve a problem, but their actions ultimately lead to more problems. The three English idioms provided are: - ""Cut off your nose to spite your face"" means to do something that harms yourself in order to show anger or resentment towards someone else. - ""Be careful what you wish for"" means to be careful about what you want, because you might get something you don't want. - ""Stir up a hornet's nest"" means to do something that will cause trouble or anger. These three English idioms convey a similar message to the Chinese idiom ""为渊驱鱼"", which is that trying to solve a problem can sometimes lead to more problems."
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,To be on edge.
