,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,<select the most relevant English idiom>
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Rain cats and dogs
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Note: You should select the most relevant English idiom that matches the definition of the Chinese idiom.
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To gild the lily
1004,混世魔王,Devil incarnate,Demon King of Chaos,Butterfly effect
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To muddy the moral waters.
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To free-ride
1007,混为一谈,Confuse something with something else,Mix it up,To be blinded by a tiny issue
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,4) <other English idioms>
1009,添枝加叶,Embellish a story,Add branches and leaves,To put the icing on the cake
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Definition: <definition of the Chinese idiom>
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,1) To pour salt into the wound
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Candidates: 1) A person who is always willing to lend a helping hand. 2) A person who is always ready to help others. 3) A person who is always willing to give a helping hand to those in need.
1013,游刃有余,Be move than equal to a task,Do it with ease,Having too many irons in the fire
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Ride the wave
1015,浑然一体,An integral whole,All in one,1) A house divided against itself cannot stand.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,OR
1017,沧海横流,The changes and disorders of the times,Across the sea,To conquer the mountain
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Ride the gravy train.
1020,滴水成冰,Freezing cold,Dripping into ice,"The best English idiom that matches the definition of the Chinese idiom ""滴水成冰"" is:"
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Pride goes before a fall
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,The emperor's new clothes
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,3) A scold. 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1/1 2019-12-12 02:49:05 :: 0.0231s :: l1 - 1/1 0.0231s :: l1 - 1
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride on someone's coattails
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,<select the most relevant English idiom>
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A drop in the ocean
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,To mix apples and oranges
1028,烈火见真金,True blue will never stain,Fire sees real gold,<select the most relevant English idiom>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Definition: <definition of the Chinese idiom>
1030,无米之炊,Make bricks without straw,Cooking without rice,A meal without a main course
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",The proof is in the pudding
1032,无风起浪,Make trouble out of nothing,No wind and waves,Create a storm in a teacup
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,The king of the mountain
1034,无功受禄,Get a reward without deserving it,Reward without merit,Eat a whole elephant
1035,无计可施,Utterly without resources,Nothing can be done,Definition:
1036,无济于事,Useless,To no avail,"Definition: <one-sentence definition>, Candidates: 1) <english idiom>, 2) <english idiom>, 3) <english idiom>, 4) <english idiom> (optional)"
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,4) <english idiom> (optional)
1038,无事生非,Create problems where none exists,Much Ado About Nothing,make a mountain out of a molehill
1039,无所适从,With no definite plan to follow,At a loss,Explanation: <explain why the selected English idiom is the best match>  |  Best: <select the most relevant English idiom>
1040,无恶不作,Commit all manner of crimes,Do no evil,To do everything bad or evil.
1041,无以复加,In the extreme,Can't be added,Definition: <define the Chinese idiom>
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",1) A one-track mind
1043,无缘无故,For no reason at all,For no reason,Get a raw deal
1044,无庸赘述,It's unnecessary to go into details,Needless to say,Money is no object
1045,烟消云散,Disappear in a flash,Disappear into smoke,Clear the air
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"Note: The above English idioms are just examples, and you may need to adjust them to better fit the context and nuances of the Chinese idiom."
