,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,take flight
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To get the upper hand
802,पैर रोक लेना,to hesitate before action,to hold back the foot,```
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,A flea market
804,मुँह बंद कर देना,to silence completely,to shut the mouth,2) At a loss for words OR
805,मुँह चलाना,to speak unnecessarily,to run the mouth,The die is cast
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,```
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Fawn all over someone
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,1) To be in a state of chaos.
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Definition: <definition of the English idiom>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Flogging a dead horse
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,1) To be taken aback
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,4) <other English idioms if any>
813,दिल में जगह बनाना,to win affection,to make a place in the heart,1) To stand one's ground
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To wing it
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Others: <list the other relevant English idioms>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Holding a grudge
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Stage-1 output (definition + candidates):
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,2) Be moved to tears
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Be on cloud nine
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Fall apart at the seams  ```python
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,3) As fresh as a daisy
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Between a rock and a hard place
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Space out
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To be a constant source of worry
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To lose one's marbles
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Definition: <one-sentence definition>
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be in a flap
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Stage-2: To reap where you have not sown.
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,A one-time offender
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Definition: <define the Hindi idiom>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,<select the most relevant English idiom> OR
832,जुबान कसना,to rebuke harshly,to tighten the tongue,<select the most relevant English idiom>
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Alternatives:
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,To put the cart before the horse
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To put one's foot in one's mouth
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Tongue-tied
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Speak sweet nothings
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,To be on pins and needles
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Other options: <list the remaining options>
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,A heavy heart
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a bad conscience
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,"Theory is one thing, but practice is another."
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,1) <select the second most relevant English idiom>
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Definition: <definition of the Hindi idiom>
846,रंग दिखाना,to reveal true colors,to show color,To show one's hand
847,रंगीन होना,to enjoy life freely,to become colorful,Definition: <one-sentence definition>
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,To lose one's luster
849,रंग उड़ना,to fade away,for the color to fly/fade,Fly off the handle
850,रंग जमना,to gain traction,for color to set,To make a splash
851,रंग लगना,to start celebrating,to have color applied,<select the most relevant English idiom>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To get something for nothing
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Don't put all your eggs in one basket.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Try to curry favor
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Stage-2 output (definition + candidates):
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,<select the most relevant English idiom>
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,Definition: <definition of the Hindi idiom>
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Speak one's mind
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Definition: <definition of the Hindi idiom>
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,A wolf in sheep's clothing
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Alternatives: <list the other English idioms that could also work>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,```
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Stage-1 output (definition + candidates):
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,Stage-1 output (definition + candidates):
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Spinning one's wheels
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Please provide the output.
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,<select the most relevant English idiom>
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,OR
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Definition: <definition of the Hindi idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The scales have fallen from his eyes.
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A wolf in sheep's clothing
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",Explanation:
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,To throw money around
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be left in the dark
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To open someone's eyes
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Candidates: <list the other relevant English idioms>
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,To start from the beginning or to begin something from scratch.
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,In a zone
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,<select the most relevant English idiom>
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,Playing with fire
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,```
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,OR
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",A ship without a rudder is lost.
