,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To be at sixes and sevens
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,OR
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Note: The output is in the format as specified. The actual output may vary based on the input Hindi idiom.
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,<select the most relevant English idiom>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,To be throwing good money after bad
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Explanation: <briefly explain why the selected idiom is the best match>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,3) To speak before one thinks
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,A flea market
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Alternatives: <list the other English idioms that are somewhat relevant but not the best match>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,All mouth and no trousers
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Talk through one's hat
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,2) Take aback
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Destined for greatness.
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Definition: <define the Hindi idiom>
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A knot in one's stomach
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,1) To be on the sidelines
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,<select the most relevant English idiom>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,<select the most relevant English idiom>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Flying solo
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,"2) When the going gets tough, the tough get going"
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,<select the most relevant English idiom> OR
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Alternatives: <list the other English idioms that are also relevant>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,दिमाग खराब कर देना - <select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,<select the most relevant English idiom>
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put someone on the hot seat
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,2) To lose one's marbles
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To be out of one's wits
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on edge
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Make hay while the sun shines
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,The mole
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Be speechless
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Be left speechless
832,जुबान कसना,to rebuke harshly,to tighten the tongue,A fox in the henhouse
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,To be dead sure
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,Candidates:
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To be struck dumb
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Alternatives: <list the other idioms that are somewhat relevant but not the best match>
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Speak sweet nothings
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Alternatives: <list the other two English idioms that are somewhat relevant but not as good as the best one>
839,पसीना रोकना,to relieve effort,to stop sweat,To keep a stiff upper lip
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),"Alternatives: <list other relevant English idioms, if any>"
