,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,1
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Busy as a bee
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,To hit home
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To fawn over someone
1004,混世魔王,Devil incarnate,Demon King of Chaos,The big cheese
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,1)
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,You are what you eat
1007,混为一谈,Confuse something with something else,Mix it up,Stir the pot
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Definition: <one-sentence definition>
1009,添枝加叶,Embellish a story,Add branches and leaves,To gild the lily
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,put the icing on the cake
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,To gild the lily
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,<idiom> (if there is only one choice)
1013,游刃有余,Be move than equal to a task,Do it with ease,All roads lead to Rome
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,4) To fish in troubled waters
1015,浑然一体,An integral whole,All in one,4) <optional other English idioms>
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Experience is the best teacher
1017,沧海横流,The changes and disorders of the times,Across the sea,Definition: <briefly describe the Chinese idiom's definition>
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,or
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To gild the lily
1020,滴水成冰,Freezing cold,Dripping into ice,A drop in the bucket.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Pride comes before a downfall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,"1) When it rains, it pours"
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,To talk a lot of rubbish
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To coast on someone else's reputation
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,You are what you eat
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,1) Born with a silver spoon
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,<select the most relevant English idiom>
1028,烈火见真金,True blue will never stain,Fire sees real gold,A riddle wrapped in a mystery inside an enigma
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To get sick from eating spoiled or contaminated food.
1030,无米之炊,Make bricks without straw,Cooking without rice,<select the most relevant English idiom>
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Add fuel to the fire
1032,无风起浪,Make trouble out of nothing,No wind and waves,Blind leading the blind
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,3) Absence makes the heart grow fonder.
1034,无功受禄,Get a reward without deserving it,Reward without merit,1) Take the good with the bad
1035,无计可施,Utterly without resources,Nothing can be done,1) Out of options
1036,无济于事,Useless,To no avail,Not seeing the forest for the trees
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,Explanation:
1038,无事生非,Create problems where none exists,Much Ado About Nothing,4)
1039,无所适从,With no definite plan to follow,At a loss,1) Flogging a dead horse
1040,无恶不作,Commit all manner of crimes,Do no evil,As calm as a lake
1041,无以复加,In the extreme,Can't be added,<select the most relevant English idiom>
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house built on sand
1043,无缘无故,For no reason at all,For no reason,Definition: <definition of the Chinese idiom>
1044,无庸赘述,It's unnecessary to go into details,Needless to say,There's no need to beat around the bush.
1045,烟消云散,Disappear in a flash,Disappear into smoke,Alternatives:
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Throw good money after bad
1047,照猫画虎,Imitate,Draw cats and tigers,Painting the lily
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",4) <optional other English idioms>
