,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,<select the most relevant English idiom> OR
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To get the upper hand
802,पैर रोक लेना,to hesitate before action,to hold back the foot,To block one's path
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,OR
804,मुँह बंद कर देना,to silence completely,to shut the mouth,"At a loss for words.  (Note: This one is very close, but not exactly the same)"
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To talk the talk
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To be a puppet on a string
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Explanation: <explain why the selected idiom matches the definition of the Hindi idiom>
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk through one's hat
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Tell someone off
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना.) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना.) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English idiom that matches the definition of the Hindi idiom मुँह धुलवाना।) 1) To play dumb  (This is the best English id
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Take it or leave it
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Note: The above output is just an example and actual output may vary.
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To have a place in someone's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Explanation: <briefly explain why the selected idiom is the best match for the given Hindi idiom>  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but closest to the context)  (Note: This one is not perfect but
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,<select the most relevant English idiom>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Alternatives: <list the other English idioms that match the definition>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,<select the most relevant English idiom>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,"Alternatives: <list the other English idioms that are somewhat relevant, but not as good as the best one>"
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,No time to lose
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,OR
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,The door to knowledge is the key to success.
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Drive someone crazy
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,<select the most relevant English idiom> OR
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To weigh on one's mind
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Explanation: <provide a brief explanation for the selected idiom>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Lose one's marbles
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,दाँत किटकिटाना - <select the most relevant English idiom>
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,In a state of utter chaos
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To turn the tables
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Note: The above output is the actual task output.
831,जुबान काट लेना,to regret words spoken,to bite the tongue,<select the most relevant English idiom>
832,जुबान कसना,to rebuke harshly,to tighten the tongue,2) In the shadows
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,1) Speak your mind
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,2) Under someone's thumb
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Stage-1 output (definition + candidates):
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Alternatives: Money talks
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Butter someone up
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Please wait for the input.
839,पसीना रोकना,to relieve effort,to stop sweat,Definition: <one-sentence definition>
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),As you like it
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,OR
842,सीने में जलन होना,to feel envy,to have burning in the chest,To live with the guilt of
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,<select the most relevant English idiom> OR
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,Behind bars
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,OR
846,रंग दिखाना,to reveal true colors,to show color,2) A treasure trove
847,रंगीन होना,to enjoy life freely,to become colorful,Be at a loss for words
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Stage-1 output (definition + candidates):
849,रंग उड़ना,to fade away,for the color to fly/fade,To be sold a pup
850,रंग जमना,to gain traction,for color to set,Stage-1 output: <definition + candidates>
851,रंग लगना,to start celebrating,to have color applied,Alternatives: <list the other relevant English idioms>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be the head honcho
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Nothing in excess.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Cut your own throat
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be caught in a web of deceit
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Sour grapes
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To blow one's own trumpet
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Think oneself above others
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Tooting one's own horn
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be the top dog.
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,To keep under wraps
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,Alternatives: <list the other two English idioms>
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Definition: <definition of the Hindi idiom>
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,A thief in the night
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,```
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,A drop in the ocean
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,"1) Give someone a fish and they'll eat for a day, teach them to fish and they'll eat for a lifetime."
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Blind leading the blind
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Take the bread out of someone's mouth
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,3) A new light has been shed on the situation.
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A bird in the hand is worth two in the bush.
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To have a monkey on one's back
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,<select the most relevant English idiom>
