,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Wash one's feet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Stage-1 output: 4) To grasp onto something
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Put a lid on it
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,<select the most relevant English idiom>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,spread rumors
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Put on a brave face
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be charming and pleasant.
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Stage-2 output:
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Other: <select the other relevant English idioms>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To speak or act in a manner that is considered rude or offensive.
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To be forced to do something against one's will.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a lot of worries or problems.
813,दिल में जगह बनाना,to win affection,to make a place in the heart,to make a place in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel a strong emotional connection or attachment.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Stage-2 output (justification):
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,"To hold onto one's emotions or feelings tightly, often in a negative or uncomfortable way."
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,The bottom of the well
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Stage-2 output:
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,A mountain of trouble
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To be in a state of emotional distress
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To find solace and comfort
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone think or act in a negative or irrational way.
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Understand the concept thoroughly
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,<english idiom>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a fog
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,<select the most relevant English idiom>
