,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,A dense and secluded forest
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Make complex ideas easy to understand
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,make a deep impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,to nitpick
1004,混世魔王,Devil incarnate,Demon King of Chaos,A troublemaker
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse black and white
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confuse right from wrong
1007,混为一谈,Confuse something with something else,Mix it up,Mix up
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,dip one's toe into the water without fully submerging oneself.
1009,添枝加叶,Embellish a story,Add branches and leaves,To add extra or unnecessary details to something.
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Add a brick to the wall
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,embellish
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A sudden and complete resolution of tension or conflict.
1013,游刃有余,Be move than equal to a task,Do it with ease,have plenty of room
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the situation
1015,浑然一体,An integral whole,All in one,A seamless blend
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from experience
1017,沧海横流,The changes and disorders of the times,Across the sea,A time of great change or upheaval.
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the bucket
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To destroy the enemy for breakfast
1020,滴水成冰,Freezing cold,Dripping into ice,Freezing cold
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,a hot topic
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A loudmouth
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,A person who pretends to be skilled but is actually incompetent.
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A night of fireworks and lights.
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of one's imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,Gold is found in the fire.
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Reason: <select the most relevant English idiom> and explain why it's the best match for the Chinese idiom.
1030,无米之炊,Make bricks without straw,Cooking without rice,Output: <english idiom> A bird in the hand is worth two in the bush
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A storm without wind is still a storm.
