,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,To be in the middle of nowhere
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,make something simple and easy to understand.
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,make a deep impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,nitpick
1004,混世魔王,Devil incarnate,Demon King of Chaos,A wild child
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Confuse right from wrong
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Mislead the truth
1007,混为一谈,Confuse something with something else,Mix it up,Mix up
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,To take a sip of something and then stop
1009,添枝加叶,Embellish a story,Add branches and leaves,embellish or add unnecessary details
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Add a brick to the wall
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,spin a yarn
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A light bulb goes off in one's head.
1013,游刃有余,Be move than equal to a task,Do it with ease,To have enough time to do something without feeling rushed.
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the situation
1015,浑然一体,An integral whole,All in one,A perfect fit
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Reviewing the past to learn from it.
1017,沧海横流,The changes and disorders of the times,Across the sea,A stormy sea
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,a drop in the bucket
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To take out the enemy in one stroke.
1020,滴水成冰,Freezing cold,Dripping into ice,Freezing
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,A storm of criticism
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who loudly and aggressively criticizes others in public.
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To pass off inferior or unqualified individuals as qualified.
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A night of fireworks and lights
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of one's imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,A true friend in times of trouble
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To make something seem better than it is
1030,无米之炊,Make bricks without straw,Cooking without rice,A piece of cake
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A storm is brewing.
1032,无风起浪,Make trouble out of nothing,No wind and waves,Barking up the wrong tree
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,unbeatable in the world
1034,无功受禄,Get a reward without deserving it,Reward without merit,To receive a reward without having earned it.
1035,无计可施,Utterly without resources,Nothing can be done,at a loss for what to do
1036,无济于事,Useless,To no avail,It doesn't make a difference.
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"A Chinese idiom that means ""nothing happens unless it's related to the three treasures of Buddhism (Buddha, Dharma, Sangha)."
1038,无事生非,Create problems where none exists,Much Ado About Nothing,To stir up trouble
1039,无所适从,With no definite plan to follow,At a loss,at a loss
1040,无恶不作,Commit all manner of crimes,Do no evil,Do as you please
1041,无以复加,In the extreme,Can't be added,Unparalleled
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A tree without a root system
1043,无缘无故,For no reason at all,For no reason,Without cause
1044,无庸赘述,It's unnecessary to go into details,Needless to say,No need to elaborate
1045,烟消云散,Disappear in a flash,Disappear into smoke,Fading into the mist
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Burn the candle at both ends
1047,照猫画虎,Imitate,Draw cats and tigers,Copycat
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",lonely as a hermit
1049,煽风点火,Instigate,Fan the flames,To fan the flames
1050,熟视无睹,Ignore,Turn a blind eye,Turn a blind eye
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,A secret is hidden in the curtains.
1052,争权夺利,Scramble for power and profit,Scramble for power,To fight for control and advantage.
1053,争长论短,Squabble,Debating long and short,argue about trifles
1054,为民请命,Plead in the name of the people,Pray for the people,to speak out for the people's rights and interests
1055,为非作歹,Break the law,To do evil,do wrong
1056,为富不仁,Be rich and cruel,For the rich,To be a heartless person.
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give someone the means to do something they couldn't do before.
1058,为虎作伥,Help a villain do evil,Play for the tiger,To be a tool for evil
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,Drive away sparrows
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Do as you please
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,to drive the fish away from the pond
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,The house of cards
1063,片甲不留,The army is completely wiped out,No armor left,leave no trace
1064,片瓦无存,Be razed to the ground,No tiles left,A house with no tiles left
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,A bull's head does not match a horse's mouth.
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,"A person or thing that is strange, frightening, or evil."
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,A stitch in time saves nine.
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,A desperate person will do anything to survive.
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,To have a meltdown
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To use someone's power or authority for one's own benefit.
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A pack of dogs led by a fox.
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A man with three houses is a clever man.
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,A dog and a cat meet at the end of a long hallway.
1074,独霸一方,Be a local despot,Dominate one side,To have a monopoly on something.
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,One man cannot make a kingdom.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,a tyrant who oppresses the people
1077,独占鳌头,Head the list of successful candidates,Come out on top,to be the best in a competition
1078,率由旧章,Follow the beaten track,Rate by old chapter,Maintain the established order
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond that has not been cut cannot be used as a tool.
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Reason: <select the most relevant English idiom>
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,A diamond is a cut above the rest.
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Show off one's skills in front of someone who is an expert in the field.
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A single flaw is not enough to ruin a person's reputation.
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,A mixed blessing
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A good harvest is predicted by a snowfall.
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A diamond in the rough
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,A dog in the manger
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,a loud and clear voice of criticism or opposition
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,A fish in a barrel
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,Catching a turtle in a jar
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,To admit defeat
1092,甘之如饴,Gladly endure hardships,Sweet as candy,To be willing to endure hardship for the sake of a goal.
1093,甚嚣尘上,Making a lot of noise,All over the place,A lot of noise and chaos
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once bitten, twice shy"
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort"
1096,用兵如神,Be a superb military commander,Use soldiers like gods,A military genius
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,"A male thief and a female prostitute, often used to describe people who engage in illicit activities."
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",A penny saved is a penny earned
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,To do everything at once.
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,To fool oneself into thinking something is real when it isn't.
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,Imitate
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Bite the bullet
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",The blind man can't see the elephant.
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,to be found out in the act
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,"When the going gets tough, the tough get going."
1106,当耳边风,Turn a deaf ear to,When the wind blows,ignore completely
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"Add to the previous structure, making it more complex and overwhelming."
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"In times of adversity, only the strong survive."
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,To hate someone with a passion
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"A desperate person seeks help from any source, regardless of its credibility."
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,A bad habit can lead to a bad outcome
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A frog trying to eat a swan
1113,登峰造极,Reach the summit,Reach the pinnacle,Reach the zenith
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,Master the art of something
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,Work like a dog
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A small flaw in a perfect work.
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,To be married for life
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,to see ghosts during the day
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,Hitting a distant target with a bow and arrow.
