,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,To ride on someone else's coattails
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,"Explanation: <optional, explain why it's the best choice>"
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,A message that strikes a chord
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,There's always a lingering doubt.
1004,混世魔王,Devil incarnate,Demon King of Chaos,Master of the universe
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To muddy the moral waters
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,4) <optional>
1007,混为一谈,Confuse something with something else,Mix it up,```
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Keep a level head.
1009,添枝加叶,Embellish a story,Add branches and leaves,Alternatives: <list the other English idioms that are somewhat relevant>
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,To gild the lily.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,4) <optional> (if the best match is not among the candidates)
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,<select the most relevant English idiom>
1013,游刃有余,Be move than equal to a task,Do it with ease,A dead loss
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To fish in troubled waters
1015,浑然一体,An integral whole,All in one,A riddle wrapped in a mystery
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,4) <optional additional idiom>
1017,沧海横流,The changes and disorders of the times,Across the sea,The stormy sea
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A small fish in a big pond
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,4) <optional fourth idiom>
1020,滴水成冰,Freezing cold,Dripping into ice,A drop in the ocean
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,Alternatives: <list the other English idioms>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,2
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,<select the most relevant English idiom>
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,1) Pouring gasoline on a fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,<select the most relevant English idiom>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,2) A square peg in a round hole
1028,烈火见真金,True blue will never stain,Fire sees real gold,Explanation: <briefly explain why the selected English idiom is the best match>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,4) <optional>
1030,无米之炊,Make bricks without straw,Cooking without rice,<select the most relevant English idiom>
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Still waters run deep
1032,无风起浪,Make trouble out of nothing,No wind and waves,4) <optional English idiom>
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,1) The champion is unbeatable in the tournament.
1034,无功受禄,Get a reward without deserving it,Reward without merit,Definition: <the definition of the Chinese idiom>
1035,无计可施,Utterly without resources,Nothing can be done,Between a rock and a hard place
1036,无济于事,Useless,To no avail,Definition: <Chinese idiom definition>
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,A house without a foundation
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Missing the forest for the trees
1040,无恶不作,Commit all manner of crimes,Do no evil,To take a wild gamble
1041,无以复加,In the extreme,Can't be added,4) A mishmash
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A ship without anchor
1043,无缘无故,For no reason at all,For no reason,<select the most relevant English idiom>
1044,无庸赘述,It's unnecessary to go into details,Needless to say,It goes without saying.
1045,烟消云散,Disappear in a flash,Disappear into smoke,The fog is lifting.
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To throw good money after bad.
1047,照猫画虎,Imitate,Draw cats and tigers,Alternatives: <list the other English idioms that are also relevant>
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Definition: <one-sentence definition>
1049,煽风点火,Instigate,Fan the flames,Fan the flames
1050,熟视无睹,Ignore,Turn a blind eye,1) <candidate 1>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,A bird in the hand is worth two in the bush.
1052,争权夺利,Scramble for power and profit,Scramble for power,To vie for the top spot.
1053,争长论短,Squabble,Debating long and short,Explanation: <briefly explain why the selected idiom is the best match for the Chinese idiom>
1054,为民请命,Plead in the name of the people,Pray for the people,Burning with anxiety
1055,为非作歹,Break the law,To do evil,1) To do evil and cause harm
1056,为富不仁,Be rich and cruel,For the rich,1
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,Definition: <definition of the Chinese idiom>
1058,为虎作伥,Help a villain do evil,Play for the tiger,To lick someone's boots
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,1) Scare the crows
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Alternatives: <list the other similar English idioms>
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,Cut off your nose to spite your face
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"When the chips are down, the strong will help the weak."
1063,片甲不留,The army is completely wiped out,No armor left,Candidates:
1064,片瓦无存,Be razed to the ground,No tiles left,To be as calm as a lake
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,Definition:
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A wolf in sheep's clothing
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,One spark can set off a prairie fire.
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,4) <select the most relevant English idiom> (if available)
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,To be cut to the quick
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To curry favor
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A pack of wolves
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,Hard as nails.
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,Alternatives:
1074,独霸一方,Be a local despot,Dominate one side,Reign supreme
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,2) To put the cart before the horse.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,1) A David and Goliath situation
1077,独占鳌头,Head the list of successful candidates,Come out on top,2) To be the top dog
1078,率由旧章,Follow the beaten track,Rate by old chapter,"Note: The Chinese idiom 画饼充饥 is a common phrase in Chinese culture, and the provided English idioms are similar in meaning and context. The output format is as requested."
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",4) All roads lead to Rome
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,2) Cutting one's own throat.
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,Second best: <select the second best English idiom>
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Not seeing the forest for the trees
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,4) <english idiom> (if possible)
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,A diamond in the rough
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A silver lining
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,```
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,Definition: <the definition of the Chinese idiom>
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,"Note: The above example is already done, you need to do the next one."
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,3) Trying to hold water in a sieve
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,To cut a Gordian knot
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,4)
1092,甘之如饴,Gladly endure hardships,Sweet as candy,Definition: <definition of the Chinese idiom>
1093,甚嚣尘上,Making a lot of noise,All over the place,To be the talk of the town
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,Explanation: <briefly explain why the selected idiom matches the Chinese idiom>
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace",Definition: <define the Chinese idiom>
1096,用兵如神,Be a superb military commander,Use soldiers like gods,To be at the top of one's game.
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A pair of scoundrels
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",4) <other English idioms>
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Strike while the iron is hot
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,4) <optional fourth idiom>
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,1) To compare apples and oranges
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Next: <select the second most relevant English idiom>
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",Note: Please provide the next Chinese idiom. I'm ready for the next task.
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,Definition: <define the Chinese idiom>
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,Explanation: <briefly explain why the selected English idiom is the best match for the Chinese idiom>
