,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,"Explanation: <provide a brief explanation of why the selected idiom is the best match>  Best: 3) Wash one's hands of it Explanation: The English idiom ""Wash one's hands of it"" is the best match for the Hindi idiom ""पैर धोना"". This is because both idioms convey the idea of distancing oneself from a situation or responsibility, often by disowning or giving up on it. The phrase ""wash one's hands of it"" is a direct translation of the Hindi idiom, maintaining the cultural nuance and context of the original phrase.  Best regards, [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  [Your Name]  ["
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Stage-2 output (best idiom + explanation):
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Definition: <definition of the Hindi idiom>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,<select the most relevant English idiom>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,To give someone the silent treatment
805,मुँह चलाना,to speak unnecessarily,to run the mouth,<select the most relevant English idiom>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,1) Speak one's mind.
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To butter someone up
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk through one's hat
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Alternatives: <list other English idioms that are relevant but not the best match>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,A wolf in sheep's clothing
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,```
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,<select the most relevant English idiom>
