,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,On the same page
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Definition: <one-sentence definition>
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,A word to the wise
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,Give and take
1004,混世魔王,Devil incarnate,Demon King of Chaos,A loose cannon
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To muddy the moral waters
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,1) A hopeless romantic
1007,混为一谈,Confuse something with something else,Mix it up,To cut one's losses
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,4) Try before you buy
1009,添枝加叶,Embellish a story,Add branches and leaves,4) <optional other relevant English idioms>
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,2) To have too many cooks spoil the broth
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,<select the most relevant English idiom>
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A weight has been lifted off my shoulders.
1013,游刃有余,Be move than equal to a task,Do it with ease,4)
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Candidates:
1015,浑然一体,An integral whole,All in one,The proof of the pudding is in the eating
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,4) Practice makes perfect. hide details
1017,沧海横流,The changes and disorders of the times,Across the sea,To take the bull by the horns
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the ocean
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Definition: <one-sentence definition>
1020,滴水成冰,Freezing cold,Dripping into ice,To be on the breadline.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",You can't please all the people all the time
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,<select the most relevant English idiom>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,The final answer is: Best: A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone.  A little spark can set off a fire.  A small stone can cause a big splash.  Taking a step back to take two steps forward.  A little spark can set off a fire.  A small stone can cause a big splash.  A drop of water can erode a stone
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To be cut to the quick
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Not on your life
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Definition: <one-sentence definition>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A can of worms
1028,烈火见真金,True blue will never stain,Fire sees real gold,<select the most relevant English idiom>
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,1) Sweep something under the rug
1030,无米之炊,Make bricks without straw,Cooking without rice,Alternatives:
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Looking for trouble
1032,无风起浪,Make trouble out of nothing,No wind and waves,Make a bad situation worse
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,<select the most relevant English idiom>
1034,无功受禄,Get a reward without deserving it,Reward without merit,Stage-2 output (English idiom + explanation):
1035,无计可施,Utterly without resources,Nothing can be done,Between a rock and a hard place
1036,无济于事,Useless,To no avail,A house of cards
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,1) Not worth the candle
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Between a rock and a hard place
1040,无恶不作,Commit all manner of crimes,Do no evil,To be a bad egg
1041,无以复加,In the extreme,Can't be added,The final blow
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house built on sand.
1043,无缘无故,For no reason at all,For no reason,A match made in heaven
1044,无庸赘述,It's unnecessary to go into details,Needless to say,The cream in the coffee
1045,烟消云散,Disappear in a flash,Disappear into smoke,<select the most relevant English idiom>
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To throw good money after bad.
1047,照猫画虎,Imitate,Draw cats and tigers,None of the above
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Out on a limb
1049,煽风点火,Instigate,Fan the flames,<the best English idiom>
1050,熟视无睹,Ignore,Turn a blind eye,<select the most relevant English idiom>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,A house built on sand
1052,争权夺利,Scramble for power and profit,Scramble for power,Not seeing the forest for the trees
1053,争长论短,Squabble,Debating long and short,To split hairs
1054,为民请命,Plead in the name of the people,Pray for the people,Note: The answer should be in the format as shown in the example above.
1055,为非作歹,Break the law,To do evil,Alternatives: <list the other English idioms>
1056,为富不仁,Be rich and cruel,For the rich,Money is the root of all evil
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,Brown-nose
1058,为虎作伥,Help a villain do evil,Play for the tiger,Live like a king
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,Love is blind
1060,为所欲为,Have (or get) one's own way,Do whatever you want,2) To be cryptic
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,Take a sledgehammer to crack a nut
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,Explanation:
1063,片甲不留,The army is completely wiped out,No armor left,<select the most relevant English idiom>
1064,片瓦无存,Be razed to the ground,No tiles left,Definition: <definition of the Chinese idiom>
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,A fish out of water
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A wolf in sheep's clothing
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,Stage-1 output:
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,Playing with fire
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,4) <optional other idioms>
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To make a mountain out of a molehill
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,2)
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,1) Climbing the corporate ladder.
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,4) <other English idioms> (if there are more than one)
1074,独霸一方,Be a local despot,Dominate one side,4) <other English idioms> (optional)
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,In the shadow of.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,A house divided against itself cannot stand.
1077,独占鳌头,Head the list of successful candidates,Come out on top,Definition: <definition of the Chinese idiom>
1078,率由旧章,Follow the beaten track,Rate by old chapter,<select the most relevant English idiom>
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",1) Birds of a feather flock together
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Having tunnel vision
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,4) <optional>
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,Explanation: <briefly explain why the selected idiom is the best match>
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,The pick of the bunch
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,"(2) The devil is in the details.  is not the best match, but (2) The devil is in the details.  is often used to caution against making judgments based on appearances alone, so it can be used as a candidate."
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A bird in the hand is worth two in the bush.
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A hard nut to crack
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,The butterfly effect
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,4) <optional other English idioms>
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis. 4) Between Scylla and Charybdis
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,3) To close the stable door after the horse has bolted.
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,Eat humble pie
1092,甘之如饴,Gladly endure hardships,Sweet as candy,On cloud nine
1093,甚嚣尘上,Making a lot of noise,All over the place,Explanation: <provide a brief explanation for the selected idiom>
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,Reap what you sow
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace",Definition: <definition of the Chinese idiom>
1096,用兵如神,Be a superb military commander,Use soldiers like gods,Kill two birds with one stone.
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,4) <optional other English idioms>
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",To have a safety net
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,To see the forest for the trees
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Live in a dream world
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,1) Don't judge a book by its cover.
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Second-best: <select the second most relevant English idiom>
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",Meaning: <provide the meaning of the selected English idiom>
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,To be cut to the quick
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,2) To volunteer for a task.
1106,当耳边风,Turn a deaf ear to,When the wind blows,The tip of the iceberg
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,"<English idiom>, because <reason why this idiom is the best match>"
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,"When the winds of change blow, some build walls and others build windmills."
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,Bitter enemies
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,1) A jack-of-all-trades is a master of none.
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,Stage-1 output (definition + candidates):
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A bird in the hand is worth two in the bush
1113,登峰造极,Reach the summit,Reach the pinnacle,To be cut to the quick
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,You can't catch fish with a bare hand
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,1. Burning the midnight oil
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,Flawless
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,Definition: <definition of the Chinese idiom>
