,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's feet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To captivate someone
802,पैर रोक लेना,to hesitate before action,to hold back the foot,To hold one's breath and wait for something to happen
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Hold one's tongue
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Keep your mouth shut
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Stage-2 output:
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,keep your chin up
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep your mouth shut
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Other: <select the other English idioms that match the definition>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Don't count your chickens before they hatch
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To put a stop to something by making a strong argument.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a lot of worries or problems.
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Make room in your heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Stage-2 output: <select the most relevant Hindi idiom>
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,To feel a sudden and unexpected emotion or reaction.
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To hold one's breath
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,to feel deeply
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel like you've hit the jackpot
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,To be in a state of euphoria
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To be emotionally drained
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To find peace of mind
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,in a bad mood
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,hit a mental roadblock
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind at ease
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a state of confusion or disorientation.
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,The mind's eye
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Being scared of something.
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work like a bee, tirelessly and without rest."
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Best reason: <select the most relevant English idiom>
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Turn a blind eye
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Pulling the wool over someone's eyes
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A busy bee
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,2nd: <select the second most relevant English idiom>
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To lose one's temper
836,जुबान सरक जाना,to misspeak,for the tongue to slide,to be in a state of chaos
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Suppress
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Establish a connection
839,पसीना रोकना,to relieve effort,to stop sweat,Hold one's nose and suppress a sneeze.
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be on pins and needles
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,A headache.
842,सीने में जलन होना,to feel envy,to have burning in the chest,A fire in the oven
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To talk the talk but not walk the walk
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be in a pickle
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Stage-2 output (justification):
846,रंग दिखाना,to reveal true colors,to show color,paint a picture
847,रंगीन होना,to enjoy life freely,to become colorful,In the pink
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Stage-2 output: <explain why you chose the idiom>
849,रंग उड़ना,to fade away,for the color to fly/fade,To change one's appearance or demeanor suddenly and dramatically.
850,रंग जमना,to gain traction,for color to set,To be mixed up
851,रंग लगना,to start celebrating,to have color applied,Stage-2 output:
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add color to a life
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Avoiding all company
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To make a mistake
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be self-centered
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,The grapes are sour.
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To be in a pickle
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,to stay afloat despite difficulties or setbacks
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Reason: <select the most relevant reason>
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,"In the dark, you can't see your hand."
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,<select the most relevant English idiom>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to one's mistakes.
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Speak your mind
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,to lose one's mind
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,to be self-absorbed
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,to be in a state of confusion or bewilderment
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,To divide the night
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,To use a blind man's stick
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Stage-2 output:
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Reason: <explain why it is the best match>
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,To be in a state of confusion or disarray.
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear the name of someone without seeing them.
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"Even if you want something, you still need two eyes to see it."
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To be put to the test
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To shed light on a situation
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Blind leading the blind
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,to be in a state of confusion
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,"To be in a state of confusion or disarray, especially when dealing with a difficult or complex situation."
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Stage-2 output (justification):
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,A person with limited knowledge or understanding.
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,To be blind to the truth or obvious facts.
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,Illuminate the dark
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",Stage-2 output:
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,To be lucky in a dark situation
