,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To know right from wrong
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To seize the day
802,पैर रोक लेना,to hesitate before action,to hold back the foot,"Note: If you need more Hindi idioms, please let me know. I'll be happy to provide more.  Go ahead and provide the next idiom.  I'm ready when you are."
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,<English idiom> (with a brief explanation why it's the best match)
804,मुँह बंद कर देना,to silence completely,to shut the mouth,```python
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Alternatives: <list the other English idioms that are similar but not the best match>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<select the most relevant English idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Explanation: <briefly explain why it's the best match>
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Beat around the bush
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,The final answer is: Yell at someone. 4) Yell at someone Answer: Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone 4) Yell at someone. 4) Yell at someone
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,2) To have a change of mind
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Please go ahead and provide the output for the given Hindi idiom.
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Alternatives: <list the other English idioms in order of relevance>
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To give someone a chance
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A heavy heart
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Others: <list other English idioms>
