,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's feet in the dirt of the poor.
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To hang on to something.
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Stage-2 output (justification):
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Hold one's tongue
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Reason: <select the most relevant English idiom>
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Speak out
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Stage-2 output:
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be polite and kind
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Keep your mouth shut
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,swallow one's pride
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Stage-1 output: <select the most relevant Hindi idiom>
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,1)
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Headaches
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To make room for someone
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,<select the most relevant English idiom>
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A mood swing
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To be in a funk
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the depths of one's soul
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel overjoyed
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-2 output (justification):
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To be in a state of confusion
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To find peace of mind
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Have a brain fart
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Aha moment
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind at ease
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be absent-minded
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Aha moment
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on pins and needles
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,<select the most relevant English idiom>
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To be on guard
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Turn a blind eye
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off someone's funding
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To be in a pickle
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A dog's bark is worse than its bite.
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,"Stage-1 output (definition + candidates): 5) A person who is very good at something, like a musician or a dancer, can be compared to someone who is very good at playing a musical instrument, like a violin or a guitar."
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,lose one's temper
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To become famous overnight
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"To be overly cautious about something, as if it were a delicate matter."
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To have a strong emotional connection or bond.
839,पसीना रोकना,to relieve effort,to stop sweat,hold back tears
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be on pins and needles
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Reasoning: <select the most relevant English idiom> is the best English idiom because <reasoning>. Other options are less relevant because <reasoning>. The most relevant English idiom is <select the most relevant English idiom> because <reasoning>.
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a heart attack
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To be in a pinch and to suddenly find a way out.
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be caught off guard
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To be ravenous
846,रंग दिखाना,to reveal true colors,to show color,To show one's true colors
847,रंगीन होना,to enjoy life freely,to become colorful,To get worked up
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom.
849,रंग उड़ना,to fade away,for the color to fly/fade,<select the most relevant English idiom>
850,रंग जमना,to gain traction,for color to set,to be in a tangle
851,रंग लगना,to start celebrating,to have color applied,in a foul mood
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add a touch of color
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,"Don't be too careful, as it can lead to overcautiousness."
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Tell the truth
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,to put one's mind at ease
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Stage-2 output (justification for the best idiom):
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To speak one's mind
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Stage-2 output:
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To air one's grievances
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be caught off guard.
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,In the dark
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To admit one's fault
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Stage-2 output (justification):
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,lose one's mind
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Think twice before you act
