,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Pass the buck
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,A lamb to the slaughter
802,पैर रोक लेना,to hesitate before action,to hold back the foot,"Alternatives: <list the other English idioms that are somewhat relevant, but not as good as the best idiom>"
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Stage-1 output (definition + candidates):
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Be left speechless
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Explanation: <briefly explain why the selected idiom is the best match for the given Hindi idiom>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Correct/Incorrect: <yes/no>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,2) Flip-flop
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Beat around the bush
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Stage-1 output (definition + candidates):
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,None
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Raise an eyebrow
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Candidates: <list the other English idioms>
813,दिल में जगह बनाना,to win affection,to make a place in the heart,A silver lining
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,2) Between the devil and the deep blue sea.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,To play with fire
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To burn one's fingers
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the heart.
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Get choked up
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,<select the most relevant English idiom>
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,```python
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Definition: <definition of the Hindi idiom>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To look down one's nose at
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,<select the most relevant English idiom>
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,"Alternatives: <list the other English idioms that are somewhat relevant, but not as good as the best one>"
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To shop around
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,1) To lose one's marbles
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Alternatives: <list the other English idioms that are close but not the best match>
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Strike while the iron is hot.
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,<select the most relevant English idiom>
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,To be struck dumb
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To be left speechless
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Bite one's tongue
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,2) A silver tongue
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,To give the cold shoulder
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,Let the cat out of the bag
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Definition: <definition of the Hindi idiom>
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Speak with a silver tongue
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water.
839,पसीना रोकना,to relieve effort,to stop sweat,Get cold feet
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Alternatives:
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Feel a lump in one's throat
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a bad conscience
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Be on the verge of tears
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To bear the weight of the world
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,2) Get outwitted
846,रंग दिखाना,to reveal true colors,to show color,To show one's hand
