,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To play a game of hide and seek.
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,<select the most relevant English idiom> OR
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Hold someone back
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Definition: <definition of the Hindi idiom>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,To be left speechless.
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Playing possum
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<select the most relevant English idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Play the fool
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,4) <optional>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,1) Talk through one's hat
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To swallow one's words
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,<select the most relevant English idiom>
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Stage-1 output (definition + candidates):
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Seize the day
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A thorn in one's side
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,To window shop
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,To hold a grudge
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,OR
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be moved to tears
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,A drop in the bucket
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Break one's heart
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Alternatives: <list the other English idioms that are somewhat relevant>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Drive someone crazy
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,1) Go off the deep end
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To pull the wool over
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a daze
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's marbles
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Alternatives: <list the other two English idioms>
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Read too much into something
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Keep under one's hat
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,10)  (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context.) (Note: This idiom is very similar to the Hindi idiom and is often used in the same context
831,जुबान काट लेना,to regret words spoken,to bite the tongue,The best English idiom is: To be flabbergasted.
