,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To wash one's feet
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Other: <if you think there is another idiom that is relevant>
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Hold back
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Keep your cool
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Stage-2 output:
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Put your foot in your mouth
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be polite and kind.
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Other: <select the other English idioms that are not the best but are still relevant>
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep your mouth shut
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To be in a state of confusion or disarray.
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Put a stop to
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,<select the most relevant English idiom>
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To make a place in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel a sharp pain in the heart
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Stage-2 output:
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Keep your feelings close to your chest
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,<select the most relevant English idiom>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel overwhelmed or stressed out to the point of feeling physically exhausted.
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-2 output (justification):
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,to be in a state of shock
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,A bird in the hand is worth two in the bush
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To throw someone's mind into confusion.
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Aha moment
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To put one's mind at ease
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Other: <select the other most relevant English idiom>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's mind
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To bite the hand that feeds you
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Reason: <select the most relevant English idiom>
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To be careful as if using a finger to touch something delicate.
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Ignore something
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Cutting off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To wipe something away
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,To be true to oneself and not be swayed by external influences.
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,"Other: <if you think there is another idiom that is relevant, select it>"
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To be speechless with shock
836,जुबान सरक जाना,to misspeak,for the tongue to slide,To be in a state of confusion or bewilderment.
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To add sugar to the cake
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To have a blood relationship
839,पसीना रोकना,to relieve effort,to stop sweat,Stage-2 output:
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),<select the most relevant English idiom>
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To feel a pang of regret
842,सीने में जलन होना,to feel envy,to have burning in the chest,Reason: <select the most relevant English idiom and explain why it matches the Hindi idiom>
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,<select the most relevant English idiom>
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,"To feel a sudden rush of emotion, often in response to something unexpected or surprising."
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To have a meltdown
846,रंग दिखाना,to reveal true colors,to show color,Stage-2 output (justification):
847,रंगीन होना,to enjoy life freely,to become colorful,be in high spirits
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,<select the most relevant English idiom>
849,रंग उड़ना,to fade away,for the color to fly/fade,To change one's mood or attitude.
850,रंग जमना,to gain traction,for color to set,Stage-2 output (feedback):
851,रंग लगना,to start celebrating,to have color applied,A change of heart
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,to add insult to injury
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Don't be too careful.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Tell it like it is
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be self-centered
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,In a pickle
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"To speak in a way that is not straightforward or honest, often to avoid saying something that might be uncomfortable or difficult to hear."
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To keep one's head above water
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To spill the beans
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To be in the dark
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep it under wraps
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To take the blame for something that is not one's fault.
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",<select the most relevant English idiom>
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To be distracted
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Stage-2 output:
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To venture out of the dark place.
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Blind as a bat
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Blind man's stick
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,<select the most relevant English idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,An open eye
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,The dark bread tastes good.
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear the name of someone but not see them.
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,Blind as a bat
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Don't count your chickens before they hatch.
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To shed light on something
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Blind leading the blind
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,To be in a state of confusion
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,Stage-2 output (justification):
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,To look for something in the dark.
