,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,To add unnecessary details to something that is already complete or perfect.
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,To get to the point
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,1) A house divided cannot stand
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,Talk of the town
1004,混世魔王,Devil incarnate,Demon King of Chaos,Fish in troubled waters
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Explanation: <provide a brief explanation for the choice>
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To live off the fat of the land
1007,混为一谈,Confuse something with something else,Mix it up,To conflate
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Kill two birds with one stone
1009,添枝加叶,Embellish a story,Add branches and leaves,Definition: <one-sentence definition>
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,<select the most relevant English idiom>
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,4) <optional other English idioms>
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Stage-2 output (definition + candidates):
1013,游刃有余,Be move than equal to a task,Do it with ease,To leave a lasting legacy.
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To eat a poisoned apple
1015,浑然一体,An integral whole,All in one,The world is their oyster.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,<English idiom>
1017,沧海横流,The changes and disorders of the times,Across the sea,4) <optional other English idioms>
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,2)
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Closing the stable door after the horse has bolted
1020,滴水成冰,Freezing cold,Dripping into ice,<English idiom>
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",A clear conscience is a good night's sleep.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,The whole town is in an uproar.
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,Explanation:
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride the coattails
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Optional: <list the other English idioms that are somewhat relevant>
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,To polish a turd
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Alternatives: <list the other relevant English idioms>
1028,烈火见真金,True blue will never stain,Fire sees real gold,2) The captain of the ship.
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,4) <optional>
1030,无米之炊,Make bricks without straw,Cooking without rice,The final answer is: Best: Broke  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best: Broke.  The final answer is: Best:
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A tempest in a teapot
1032,无风起浪,Make trouble out of nothing,No wind and waves,Let someone be
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,"Note: The Chinese idiom ""蚤鼠之心"" is a common idiom in Chinese culture, referring to the idea of having a sneaky or deceitful nature. The English idioms provided are similar in meaning and connotation, but may not be exact translations."
1034,无功受禄,Get a reward without deserving it,Reward without merit,The butterfly effect
1035,无计可施,Utterly without resources,Nothing can be done,Candidates:
1036,无济于事,Useless,To no avail,Flogging a dead horse.
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,To go the extra mile
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Be at sea
1040,无恶不作,Commit all manner of crimes,Do no evil,3) To do the devil's work is to do God's work
1041,无以复加,In the extreme,Can't be added,That's all I have to say.
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house built on sand
1043,无缘无故,For no reason at all,For no reason,1) Crime doesn't pay
1044,无庸赘述,It's unnecessary to go into details,Needless to say,A still pool of water reflects the surrounding landscape
1045,烟消云散,Disappear in a flash,Disappear into smoke,The coast is clear.
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,4) <optional>
1047,照猫画虎,Imitate,Draw cats and tigers,Alternatives: <list the other English idioms that are somewhat relevant>
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",A snowball effect
1049,煽风点火,Instigate,Fan the flames,1) Fan the flames
1050,熟视无睹,Ignore,Turn a blind eye,Turn a blind eye
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,To be between a rock and a hard place
1052,争权夺利,Scramble for power and profit,Scramble for power,Arguing over trifles
1053,争长论短,Squabble,Debating long and short,Adding insult to injury
1054,为民请命,Plead in the name of the people,Pray for the people,To rally the masses.  ```python
1055,为非作歹,Break the law,To do evil,2) To be as transparent as glass
1056,为富不仁,Be rich and cruel,For the rich,"Money is the root of all evil.  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim's Progress""  // adapted from John Bunyan's novel ""The Pilgrim"
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,Definition: To flatter or fawn on someone who is already powerful or influential.
1058,为虎作伥,Help a villain do evil,Play for the tiger,4) <optional other English idioms>
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To cut off one's nose to spite one's face
1060,为所欲为,Have (or get) one's own way,Do whatever you want,A bombshell
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,To treat the symptoms rather than the disease.
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,It cuts like a knife.
1063,片甲不留,The army is completely wiped out,No armor left,Optional: <list other relevant English idioms>
1064,片瓦无存,Be razed to the ground,No tiles left,Not a single brick or stone is left standing.
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,A wolf in sheep's clothing.
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,"By thirty, you should have your life together"
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,A single spark can set off a prairie fire.
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,<select the most relevant English idiom>
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,To reach for the stars
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,A bird in the hand is worth two in the bush
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,4) A drop in the ocean
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,2
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,To dig one's own grave.
1074,独霸一方,Be a local despot,Dominate one side,Other: <list the remaining idioms>
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,```  ```python
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,4) <optional>
1077,独占鳌头,Head the list of successful candidates,Come out on top,Stage-2 output (best idiom + explanation):
1078,率由旧章,Follow the beaten track,Rate by old chapter,To cling to the past
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",Definition: <one-sentence definition>
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Explanation: <explain why it is the best choice>
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,3) Break someone's spirit
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,To be a master of one's domain.
