,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,The wilderness
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,```
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,4) <other English idioms> (if available)
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To be blinded by a red herring
1004,混世魔王,Devil incarnate,Demon King of Chaos,The devil incarnate
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,To blur the lines
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To muddy the moral waters
1007,混为一谈,Confuse something with something else,Mix it up,To see the trees but not the forest
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,To scratch the surface
1009,添枝加叶,Embellish a story,Add branches and leaves,Time waits for no man
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,4) <optional other English idioms>
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,The tip of the iceberg
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,Definition: <one-sentence definition>
1013,游刃有余,Be move than equal to a task,Do it with ease,Having an ace up one's sleeve
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To fish in troubled waters
1015,浑然一体,An integral whole,All in one,The world is a stage
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Don't reinvent the wheel
1017,沧海横流,The changes and disorders of the times,Across the sea,A sea of faces
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,The butterfly effect
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,4)
1020,滴水成冰,Freezing cold,Dripping into ice,Definition: <definition of the Chinese idiom>
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",A runaway train.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,<select the most relevant English idiom>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,4) <optional fourth idiom> (if found)
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To ride the coattails
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Definition: <definition of the Chinese idiom>
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Alternatives: <list the other relevant English idioms separated by commas>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Adding insult to injury.
1028,烈火见真金,True blue will never stain,Fire sees real gold,1) A still pond reflects the sky.
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,<select the most relevant English idiom>
1030,无米之炊,Make bricks without straw,Cooking without rice,Not seeing the forest for the trees
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",None
1032,无风起浪,Make trouble out of nothing,No wind and waves,Out of the blue
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,4) <english idiom> (if any)
1034,无功受禄,Get a reward without deserving it,Reward without merit,get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,Out of options
1036,无济于事,Useless,To no avail,4) <optional>
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,Definition: <one-sentence definition>
1038,无事生非,Create problems where none exists,Much Ado About Nothing,<select the most relevant English idiom>
1039,无所适从,With no definite plan to follow,At a loss,At sea
1040,无恶不作,Commit all manner of crimes,Do no evil,To play the devil
1041,无以复加,In the extreme,Can't be added,A lost cause.
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",```
1043,无缘无故,For no reason at all,For no reason,4) <optional other English idioms>
1044,无庸赘述,It's unnecessary to go into details,Needless to say,3) It goes without saying.
1045,烟消云散,Disappear in a flash,Disappear into smoke,```
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Flogging a dead horse
1047,照猫画虎,Imitate,Draw cats and tigers,4) <other English idioms>
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",A fish out of water
1049,煽风点火,Instigate,Fan the flames,Definition: <one-sentence definition>
1050,熟视无睹,Ignore,Turn a blind eye,<select the most relevant English idiom>
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,A can of worms
