,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,2) To wash one's hands of
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,<select the most relevant English idiom>
802,पैर रोक लेना,to hesitate before action,to hold back the foot,1) Behind closed doors
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To turn down
804,मुँह बंद कर देना,to silence completely,to shut the mouth,To give someone a piece of their mind.
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To shut the stable door after the horse has bolted
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Definition: <definition of the Hindi idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,<select the most relevant English idiom> OR
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,1) Talk behind someone's back
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Dance to someone else's tune
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,OR
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,<select the most relevant English idiom>
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,A face like leather
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To let sleeping dogs lie
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,OR
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A heart-to-heart talk
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,A chip on one's shoulder
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,Alternatives: <list the other English idioms that are similar in meaning and context>
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be flabbergasted
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-1 output (definition + candidates):
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,In a tight spot
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Definition: <definition of the Hindi idiom>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,"Alternatives: 1) Drive someone round the bend, 2) Drive someone crazy, 3) Drive someone to the brink of madness  ```python"
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To lose one's mind
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,1) Playing a role 2) Putting on a show
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To lose one's marbles
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's marbles
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom> Best: To blow one's own trumpet Explanation: The idiom 'To blow one's own trumpet' is the best match for the Hindi idiom 'दाँत किटकिटाना' as it conveys the idea of boasting or bragging about one's achievements or qualities. This idiom is the closest in meaning and usage to the Hindi idiom and is often used to describe someone who is excessively self-promotional.
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,OR
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,"Explanation: <optional, provide a brief explanation for the selected idiom>"
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Explanation: <briefly explain why the selected idiom is the best match>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,<English idiom> OR
832,जुबान कसना,to rebuke harshly,to tighten the tongue,Explanation: <Provide a brief explanation of the Hindi idiom and the selected English idiom.>  Hindi idiom: दूध का जला हुआ भाई
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A straight shooter
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,Between the devil and the deep blue sea
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,4) <optional other English idioms>
836,जुबान सरक जाना,to misspeak,for the tongue to slide,A simpleton.
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,"A soft answer turneth away wrath.  (Biblical idiom)  (Note: This idiom is from the Bible, but it is widely used in English language)"
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,To be on pins and needles
