,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,The dark forest
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,3
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,To hit home
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,1) The proof is in the pudding.
1004,混世魔王,Devil incarnate,Demon King of Chaos,A Powerhouse
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,4) <optional>  (if there's no best match)
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,1) To muddy the waters
1007,混为一谈,Confuse something with something else,Mix it up,To mix apples and oranges
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,4) To dip one's toes in the water
1009,添枝加叶,Embellish a story,Add branches and leaves,<select the most relevant English idiom>
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,To put the icing on the cake.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,To be cut to the quick
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,4) <other English idioms>
1013,游刃有余,Be move than equal to a task,Do it with ease,To add insult to injury.
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To throw the baby out with the bathwater
1015,浑然一体,An integral whole,All in one,Please select the best English idiom that matches the definition of the Chinese idiom.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Stage-1 output: <output the definition and candidates>
1017,沧海横流,The changes and disorders of the times,Across the sea,4) <english idiom> (if any)
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,<select the most relevant English idiom>
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,4) <optional other idioms>
1020,滴水成冰,Freezing cold,Dripping into ice,<select the most relevant English idiom>
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",1) Pride goes before a fall. ```python
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,4)
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A heart of stone
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To make a mountain out of a molehill
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Definition: <one-sentence definition>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,<select the most relevant English idiom>
1028,烈火见真金,True blue will never stain,Fire sees real gold,In the face of adversity
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,1) Sweep it under the rug
1030,无米之炊,Make bricks without straw,Cooking without rice,On the breadline
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Definition: <provide the definition of the Chinese idiom>
1032,无风起浪,Make trouble out of nothing,No wind and waves,1) Stirring up trouble where there is none.
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,or
1034,无功受禄,Get a reward without deserving it,Reward without merit,Get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,<select the most relevant English idiom>
1036,无济于事,Useless,To no avail,<select the most relevant English idiom>
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,To beat around the bush
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Put the icing on the cake
1039,无所适从,With no definite plan to follow,At a loss,Explanation: <briefly explain why it's the best match>
1040,无恶不作,Commit all manner of crimes,Do no evil,<select the most relevant English idiom>
1041,无以复加,In the extreme,Can't be added,<idiom> (with a brief explanation)  # Task 1
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",2) A river without a source.
1043,无缘无故,For no reason at all,For no reason,Definition: <one-sentence definition>
1044,无庸赘述,It's unnecessary to go into details,Needless to say,It goes without saying
1045,烟消云散,Disappear in a flash,Disappear into smoke,or
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,<select the most relevant English idiom>
1047,照猫画虎,Imitate,Draw cats and tigers,4) <other English idioms>
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",<idiom> (if only one option is provided)
1049,煽风点火,Instigate,Fan the flames,1) Get a stomachache from eating something bad
1050,熟视无睹,Ignore,Turn a blind eye,Blind to the obvious
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,A knife to the heart
1052,争权夺利,Scramble for power and profit,Scramble for power,Stage-2 output (definition + candidates):
1053,争长论短,Squabble,Debating long and short,A battle of wits
