,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Other: <select the other relevant English idiom>
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Keep someone's attention
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Keep one's emotions in check
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To keep one's mouth shut
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Speak up
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<select the most relevant English idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Keep a pleasant demeanor
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,To bite the hand that feeds you.
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep your mouth shut
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Beat around the bush
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Stage-2 output (justification):
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"Stage-1 output: <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>, <english idiom>"
813,दिल में जगह बनाना,to win affection,to make a place in the heart,to find a space in one's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel heartache.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,A heartbreak
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Reason: <select the most relevant English idiom and explain why it is the best match>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the depths of my being
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To feel light-hearted or carefree
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,To be overwhelmed with emotions or thoughts.
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To feel overwhelmed and unable to cope with emotions.
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To feel at ease
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,To make someone think or act in a way that is not logical or reasonable.
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Stage-2 output:
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Stage-1 output (definition + candidates): <copy the definition and candidates from stage-1 output>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Other: <list the other two English idioms>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Aha moment
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To be on edge
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,Stage-2 output (justification):
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Stage-2 output (justification):
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Close one's eyes to the truth
831,जुबान काट लेना,to regret words spoken,to bite the tongue,To cut off one's nose to spite one's face
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To be in a pickle
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,A tight spot
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,A busy bee
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,lose one's cool
836,जुबान सरक जाना,to misspeak,for the tongue to slide,in a tizzy
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Keep your mouth shut
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To have a familial bond or connection with someone.
839,पसीना रोकना,to relieve effort,to stop sweat,Keep your thoughts to yourself
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be in a state of continuous discomfort or distress
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have a heart attack
842,सीने में जलन होना,to feel envy,to have burning in the chest,To have a moment of clarity
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,To get something back after it has been lost or forgotten.
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,<select the most relevant English idiom>
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,A bad situation
846,रंग दिखाना,to reveal true colors,to show color,Stage-2 output:
847,रंगीन होना,to enjoy life freely,to become colorful,To be in high spirits
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,To have a divided opinion
849,रंग उड़ना,to fade away,for the color to fly/fade,To change one's mood or attitude suddenly and dramatically.
850,रंग जमना,to gain traction,for color to set,To be in a pickle
851,रंग लगना,to start celebrating,to have color applied,Get involved
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To add more color to an already colorful situation.
