,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To throw good money after bad.
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Never get a chance to get a taste of something
802,पैर रोक लेना,to hesitate before action,to hold back the foot,<select the most relevant English idiom>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To take it or leave it
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Candidates:
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To shoot one's mouth off
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To bare one's heart
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To butter someone up
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk through your hat
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,4) <english idiom> (if any)
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To be a busybody
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,To put the wind up someone. OR Definition: To cause someone to be worried or anxious about something. Candidates: 1) To put the wind up someone 2) To give someone the cold shoulder 3) To put a bee in someone's bonnet. OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन डालना (No similar English idiom found). OR Hindi idiom: माथे पर शिकन ड
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,"Definition: To have a permanent mark or impression left on one's face, usually due to shock, surprise, or embarrassment."
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Capture someone's heart.  # Stage-1 output (definition + candidates) ends here.
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,Let me know if you need any modifications.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,<select the most relevant English idiom>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,You can't have your cake and eat it too
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,1) With all one's heart
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,3) Be a guiding light
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,To be on cloud nine
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Explanation: <briefly explain why this idiom is the best match>
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,```
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To lose one's marbles
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,To give without expecting anything in return
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a daze
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,"When it rains, it pours"
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,दाँत किटकिटाना - <select the most relevant English idiom>  OR
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,A beggar
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,```
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,A
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Be struck dumb
832,जुबान कसना,to rebuke harshly,to tighten the tongue,King of the jungle
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Alternatives: <list the other English idioms that are similar in context>
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,That's the way the cookie crumbles.
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,1) To put one's foot in one's mouth
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Blow one's top
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Explanation: <provide a brief explanation of why the selected idiom is the best match>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,4) <english idiom> (if available)
839,पसीना रोकना,to relieve effort,to stop sweat,Melting pot
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),Alternatives: <list the other two English idioms>
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Have a heavy heart
842,सीने में जलन होना,to feel envy,to have burning in the chest,Stage-1 output (definition + candidates):
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,2) Get under one's skin
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,A fish out of water.
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,<select the most relevant English idiom>
846,रंग दिखाना,to reveal true colors,to show color,To blow one's own trumpet
847,रंगीन होना,to enjoy life freely,to become colorful,Out of the blue
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,None
849,रंग उड़ना,to fade away,for the color to fly/fade,To be in a spin
850,रंग जमना,to gain traction,for color to set,4) To be on the same wavelength
851,रंग लगना,to start celebrating,to have color applied,Stage-2 output (rationale):
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,To be in the zone
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Too much of a good thing is not good.  Definition: अति सर्वत्र वर्जयेत
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Definition: <provide a brief definition of the Hindi idiom>
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,4)
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,A bitter taste in one's mouth
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To blow one's own trumpet
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Keep your head held high
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To be full of oneself
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,<select the most relevant English idiom>
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Turn the tables
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To own up to something
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",1) Don't try to fix what ain't broke.
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,Not one to be trifled with
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Alternatives: <list the other two English idioms>
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,A storm in a teacup.
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Give someone the short end of the stick
