,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,A dense and ancient forest
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,make it easy to understand
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,leave a lasting impression
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To take a narrow interpretation
1004,混世魔王,Devil incarnate,Demon King of Chaos,A wild and unruly person
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,<select the most relevant English idiom>
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Misinterpret right and wrong
1007,混为一谈,Confuse something with something else,Mix it up,Mix up
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Give it a whirl
1009,添枝加叶,Embellish a story,Add branches and leaves,Dress it up
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Add a brick to the wall.
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Stretch the truth
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A piece of cake
1013,游刃有余,Be move than equal to a task,Do it with ease,Having plenty of room to maneuver.
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of the situation
1015,浑然一体,An integral whole,All in one,A perfect match
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from experience
1017,沧海横流,The changes and disorders of the times,Across the sea,Rolling Stone
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A drop in the bucket
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Eat the enemy's lunch
1020,滴水成冰,Freezing cold,Dripping into ice,A drop of water can freeze into ice.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Pride goes before a fall.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,A media storm
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A woman who is foul-mouthed and abusive to others, especially in public places."
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,A person who pretends to be an expert but is actually incompetent.
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Add fuel to the fire
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A fireworks display
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A figment of one's imagination
1028,烈火见真金,True blue will never stain,Fire sees real gold,Gold is tested by fire
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,A figment of one's imagination
1030,无米之炊,Make bricks without straw,Cooking without rice,A dish without a base.
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",A small storm can cause a big wave.
1032,无风起浪,Make trouble out of nothing,No wind and waves,A storm without warning
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,Unbeatable in the world
1034,无功受禄,Get a reward without deserving it,Reward without merit,To get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,Out of options
1036,无济于事,Useless,To no avail,It won't make a difference
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,A penny for your thoughts
1038,无事生非,Create problems where none exists,Much Ado About Nothing,To stir up trouble
1039,无所适从,With no definite plan to follow,At a loss,Stuck in the middle
1040,无恶不作,Commit all manner of crimes,Do no evil,A person who is always doing good deeds.
1041,无以复加,In the extreme,Can't be added,It's unexplainable
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house without a foundation
1043,无缘无故,For no reason at all,For no reason,Without cause
1044,无庸赘述,It's unnecessary to go into details,Needless to say,No need to say more
1045,烟消云散,Disappear in a flash,Disappear into smoke,Faded away
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Waste time on trifles
1047,照猫画虎,Imitate,Draw cats and tigers,Copycat
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",alone and lonely
1049,煽风点火,Instigate,Fan the flames,Stir up trouble
1050,熟视无睹,Ignore,Turn a blind eye,ignore
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,Have a hidden agenda
1052,争权夺利,Scramble for power and profit,Scramble for power,Power Struggle
1053,争长论短,Squabble,Debating long and short,To argue about who is better or more skilled in a particular area.
1054,为民请命,Plead in the name of the people,Pray for the people,To speak up for the people
1055,为非作歹,Break the law,To do evil,Do bad things
1056,为富不仁,Be rich and cruel,For the rich,Live in luxury
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give someone the wings to soar.
1058,为虎作伥,Help a villain do evil,Play for the tiger,to be a willing accomplice
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away birds from a flock.
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Do as you please
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,To drive a wedge between two people.
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,<select the most relevant English idiom>
1063,片甲不留,The army is completely wiped out,No armor left,to leave no trace
1064,片瓦无存,Be razed to the ground,No tiles left,A house without a roof
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,A dead ringer
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A wild beast
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,A stitch in time saves nine
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,To resort to desperate measures
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,To lose one's temper
1070,狐假虎威,Take advantage of the influence of others,Fox fake tiger power,To use someone's power to intimidate others.
1071,狐群狗党,A gang of scoundrels,Fox and Dog Party,A pack of wolves
1072,狡兔三窟,A crafty person has more than one hideout,Three Caves of Crafty Rabbit,A man with three wives
1073,狭路相逢,(of adversaries) meet face to face on a narrow path,Meet by narrow road,Narrow
1074,独霸一方,Be a local despot,Dominate one side,To have complete control over a particular area or region.
1075,独木不成林,Unable to do (or it cannot be done) single-handed,A single tree does not make a forest,A single tree cannot make a forest.
1076,独夫民贼,Autocrat and traitor to the people,Single husband and thief,a tyrant who oppresses the people.
1077,独占鳌头,Head the list of successful candidates,Come out on top,First in line
1078,率由旧章,Follow the beaten track,Rate by old chapter,Follow the rules
1079,玉不琢，不成器,Jade requires chiseling - as man needs training and discipline,"Jade is not cut, not a device",A diamond that is not cut cannot be used.
1080,玩火自焚,Whoever plays with fire gets burnt,Play with fire,Playing with fire
1081,珠圆玉润,Excellent singing or polished writing,Pearl Round Yurun,A gemstone that is flawless and perfectly shaped.
1082,班门弄斧,Show off in the presence of an old hand,Ban door axe,To show off one's skills in front of experts.
1083,瑕不掩瑜,The defects cannot obscure the virtues,Flaws do not hide beauty,A person's flaws do not hide their strengths.
1084,瑕瑜互见,Have both strong and weak points,Xia Yu meet each other,A mixed blessing
1085,瑞雪兆丰年,Winter snow signifies a year of good crops,Ruixue Mega Year,A good harvest is predicted by a snowfall.
1086,璞玉浑金,Unadorned beauty,Raw jade and gold,A diamond in the rough
1087,瓜田李下,Be found in a suspicious position,Melon Field Lixia,Don't meddle in other people's business
1088,瓦釜雷鸣,An unworthy man in a high position,Wah Kettle Thunder,A fly in the ointment
1089,瓮中之鳖,(like) a rat in a hole,Turtle in a urn,Stage-2 output (justification):
1090,瓮中捉鳖,A sure catch,Catching turtle in urn,A fish in the net is worth a thousand in the sea
1091,甘拜下风,Willingly acknowledge defeat,Gan Bai downwind,Give up
1092,甘之如饴,Gladly endure hardships,Sweet as candy,to enjoy something as sweet as honey
1093,甚嚣尘上,Making a lot of noise,All over the place,A lot of fuss
1094,生米煮成熟饭,What's done can't be undone,Uncooked rice cooked rice,"Once bitten, twice shy."
1095,生于忧患，死于安乐,"Life springs from sorrow and calamity, death comes from ease and pleasure","Born in trouble, die in peace","Born in adversity, die in comfort"
1096,用兵如神,Be a superb military commander,Use soldiers like gods,A military genius
1097,男盗女娼,Behave like thieves and whores,Male thief female prostitute,A man steals and a woman engages in prostitution.
1098,留得青山在，不怕没柴烧,While there is life there is hope,"Where there is life, there is hope",A bird in the hand is worth two in the bush
1099,毕其功于一役,Accomplish the whole task at one stroke,Completed in one battle,Pull an all-nighter
1100,画饼充饥,Feed on illusions,Painting cake to satisfy hunger,Dreaming of a meal
1101,画虎类狗,Attempting more than one has ability for,Drawing tiger dog,"To be a good copycat, one must first learn to be a dog."
1102,当机立断,Decide on the moment (or on the spot),Make a prompt decision,Think on one's feet
1103,当局者迷，旁观者清,Those closely involved cannot see as clearly as those outside,"Father, like son",The blind leading the blind
1104,当场出丑,Make a spectacle of oneself,Embarrassed on the spot,to embarrass oneself
1105,当仁不让,Not decline to shoulder a responsibility,Do your part,"When the right person is present, one does not hesitate to act."
1106,当耳边风,Turn a deaf ear to,When the wind blows,ignore
1107,叠床架屋,Pile one bed upon another or build one house on top of another,Stacked bed frame house,House on stilts
1108,疾风知劲草,Adversity is the best testing ground for moral stamina,The wind knows the strong grass,A test of character
1109,疾恶如仇,Abhor (or hate) evils or evildoers as if they were personal enemies,Evil like hatred,Hate like a tiger
1110,病急乱投医,Try anything when in a desperate situation,Emergency medical treatment,"When desperate, a man will do anything."
1111,病从口入,Illness finds its way in by the mouth,Disease from the mouth,Getting sick from bad food
1112,癞蛤蟆想吃天鹅肉,Aspiring after something one is not worthy of,Toad wants to eat,A frog with big dreams
1113,登峰造极,Reach the summit,Reach the pinnacle,Go to extremes
1114,登堂入室,Pass through the hall into the inner chamber,Entering the room,be a master of one's craft
1115,发愤忘食,Immersed in hard work (or study) one forgets to eat,Get angry and forget to eat,Workaholic
1116,白璧微瑕,A slight blemish (in man's good character),Slightly flawed white jade,A minor imperfection in a perfect thing.
1117,白头偕老,Remain a devoted couple to the end of their lives,Grow old together,To live together until death
1118,白日见鬼,"See demons in broad daylight - of a strange, absurd, impossible thing",Hell by day,see ghosts in broad daylight
1119,百步穿杨,Shoot with great precision (or with pin-point accuracy),Shoot with great precision,hit the bullseye from a distance
1120,百废俱兴,Full-scale reconstruction is under way,Everything is booming,A phoenix rises from the ashes
1121,百读不厌,Be worth reading a hundred times,Never tire of reading,A book that you can't put down
1122,百端待举,A thousand things wait to be done,Waiting for everything,Be on edge
1123,百年好合,A harmonious union lasting a hundred years,Hundred Years of Harmony,A happy marriage
1124,百炼成钢,Be toughened and hardened into steel,Tempered into a steel,To become strong through repeated trials and hardships.
1125,百孔千疮,In a disastrous state,Riddled with gaping wounds,A leopard can't change its spots
1126,百花齐放，百家争鸣,Let a hundred flowers blossom and a hundred schools of thought contend,"A hundred flowers bloom, a hundred schools of thought contend","A hundred flowers bloom, a hundred schools of thought contend"
1127,百战百胜,Invincible,Win every battle,<select the most relevant English idiom>
1128,百川归海,All things tend in one direction,A hundred rivers return to the sea,A river that flows into the sea
1129,百足之虫，死而不僵,Old institutions die hard,"A hundred-footed worm, dead but not stiff","A hundred-foot worm, which dies but does not stiffen."
1130,百闻不如一见,Seeing is believing,Seeing is better than hearing,Seeing is believing
1131,皆大欢喜,Everybody is happy,Everyone is happy,Everyone is delighted
1132,皮笑肉不笑,Put on a false smile,Skin laughing meat not laughing,A smile on the face but a frown in the heart.
1133,皮之不存，毛将焉附,A thing cannot exist without its basis,"If the skin does not exist, the hair will be attached","When the bark is gone, the tree is dead."
1134,盛名难副,It is hard to live up to a great reputation,Famous is hard to match,A big deal in a small place
1135,盛情难却,Be ungracious not to accept somebody's invitation,Kindness but hardship,A piece of cake
1136,尽力而为,Do one's best,Do your best,Give it your all
1137,尽心竭力,(do something) with all one's heart,Do my best,give it one's all
1138,尽人事，听天命,Do one's level best and leave the rest to God's will,"Do your best, listen to destiny",Do your best and let the chips fall where they may.
1139,目不转睛,Look with fixed eyes,Keep an eye on,riveted
1140,目光如炬,Farsighted,Eyes like torches,Sharp as a razor
1141,盲人摸象,One-sided view,Blind man touching elephant,A man of few words
1142,盲人瞎马,Rushing headlong to an immediate danger,Blind man blind horse,Riding blind
1143,直抒己见,Talk (or speak out) directly and simply,Express one's opinion,Speak one's mind
1144,相辅相成,Supplement each other,Complement each other,Two heads are better than one
1145,相得益彰,Bring out the best in each other,Complement each other,Two heads are better than one
1146,相提并论,Put something (or somebody) on a par with,On a par,put on the same level
1147,相敬如宾,"(of couple) treat each other with respect (""like guests"")",Treat each other with respect,treat each other like a guest
1148,相知有素,Have known each other long,Know each other well,A long-standing acquaintance
1149,相安无事,Live in peace with each other,Everything is fine,Peaceful coexistence
1150,相依为命,Shore one's life together,Depend on each other,Rely on each other for survival
1151,相沿成习,Become a custom through long usage,Learn from each other,to make a habit of
1152,相映成趣,Set each other off,Comparing with each other,a harmonious blend
1153,眉头一皱，计上心来,Knit the brows and a stratagem comes to mind,"Brows furrowed, thinking about it",A flash of inspiration
1154,看菜吃饭，量体裁衣,Adapt oneself to circumstances,"See the dishes and eat, tailor the clothes",Tailor to the occasion
1155,真金不怕火,An honest person does not fear the light,Real gold is not afraid of fire,A diamond never loses its sparkle.
1156,真相大白,The whole truth has come out,The truth is revealed,The truth comes to light
1157,眼高手低,Have high ambition but no real ability,Eyes are high and hands are low,Unrealistic expectations
1158,睚眦必报,Seek revenge for the smallest grievance,Jairus must be reported,Reason: <select the most relevant English idiom> is the best match because <select the most relevant English idiom> is the closest match to the definition of the Chinese idiom 睚眦必报.
1159,睹物思人,The thing reminds one of its owner,See things and think people,think of someone fondly
1160,瞎子摸鱼,Act blindly,Blind man fishing,act blindly
1161,瞎子点灯白费蜡,Absolutely useless,The blind man lights the lamp in vain,Wasting one's time
1162,瞎子见钱眼睛开,"On seeing money, even a blind man would have his eyes wide open",The blind man sees money and his eyes open,Greed is a thief.
1163,瞒天过海,Practice deception,Cross the sea,Pull a fast one
1164,知己知彼，百战百胜,To know one's own strength and the enemy's is the sure way to victory,"Know thyself, ever-victorious","2) Know your enemy and know yourself, and you will never be defeated."
1165,知法犯法,Knowingly violate the low,Know the law and break the law,Stage-2 output (justification):
1166,知难而进,Press forward in the face of difficulties,Advancing in spite of difficulties,Face your problems head-on
