,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,1) To be in a cold sweat
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,3) To take a step back.
802,पैर रोक लेना,to hesitate before action,to hold back the foot,To rein someone in
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To turn down
804,मुँह बंद कर देना,to silence completely,to shut the mouth,To bite one's tongue
805,मुँह चलाना,to speak unnecessarily,to run the mouth,"Explanation: <optional, provide a brief explanation for your choice>"
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<English idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Explanation: <briefly explain why this idiom is the best match for the Hindi idiom>
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,A wolf in sheep's clothing
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,<select the most relevant English idiom>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To butter someone up
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Put someone on the spot
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,The die is cast. OR
813,दिल में जगह बनाना,to win affection,to make a place in the heart,Note: The output is just an example and may not be related to the given Hindi idiom.
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,"A thorn in one's side.  |  Rationale: The Hindi idiom दिल में काँटे चुभना translates to a feeling of unease, discomfort, or anxiety that persists even when the external circumstances seem normal. The best English idiom that matches this definition is ""A thorn in one's side."" This idiom conveys the idea of a persistent and nagging problem or issue that causes discomfort or anxiety, much like the sensation of a thorn pricking one's side. The other options do not accurately capture the essence of the Hindi idiom. For example, ""A cloud hangs over something"" suggests a looming threat or uncertainty, while ""A stone in one's shoe"" refers to a physical discomfort. ""A weight on one's shoulders"" implies a burden or responsibility, and ""A fly in the ointment"" suggests a minor problem or obstacle. None of these options convey the same level of persistent discomfort or anxiety as ""A thorn in one's side."" |  Explanation: The Hindi idiom दिल में काँटे चुभना is a common expression used to describe a feeling of unease, discomfort, or anxiety that persists even when the external circumstances seem normal. This idiom is often used to convey a sense of being troubled or bothered by something, even if it's not immediately apparent. The English idiom ""A thorn in one's side"" is a perfect match for this definition, as it also conveys"
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Definition: <one-sentence definition>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,The pot is boiling over
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,None of the above
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,OR
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-1 output (definition + candidates):
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,Black market goods
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Explanation: <briefly explain why it's the best match>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,OR
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Definition: <definition of the Hindi idiom>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To have a storm in a teacup
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To have a change of heart
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,A giant among men
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,To cry over spilt milk
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Stage-1 output: <definition + candidates>
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Explanation: <brief explanation>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Bite your tongue
832,जुबान कसना,to rebuke harshly,to tighten the tongue,The final answer is: Best: Bite your tongue.  Please wait for the response.
