,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,2) To wash one's hands of something.
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To be in a tight spot
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Behind closed doors
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Explanation: <optional>
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Explanation: <briefly explain why this idiom is the best match>
805,मुँह चलाना,to speak unnecessarily,to run the mouth,<select the most relevant English idiom>
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,<select the most relevant English idiom>
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Monkey business
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,4)
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Tell someone off
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To have a friend in need
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,1) Raise an eyebrow
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,Hindi idiom: जैसे चमेली के फूल पर बिल्ली का निशान
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To capture someone's heart
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A thorn in one's side
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Candidates:
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,<select the most relevant English idiom>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the heart
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Alternatives: <list the other English idioms that match the definition>
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Stage-1 output: <definition + candidates>
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To be left in the cold
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Definition: <one-sentence definition>
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,Drive someone round the bend
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To lose one's grip
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,Explanation: <briefly explain why the selected idiom is the best match for the Hindi idiom>
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To lose one's grip on reality
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,To shoot one's mouth off
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,1) Cry over spilt milk.
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,The final answer is: Bite one's tongue. ## Step 1: Understand the Hindi idiom
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,2) To keep mum
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Shut someone up
832,जुबान कसना,to rebuke harshly,to tighten the tongue,1) Keep mum
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Made up one's mind
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,Keep mum
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To change one's tune
836,जुबान सरक जाना,to misspeak,for the tongue to slide,1) Back to square one
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,Definition: <provide a concise definition of the Hindi idiom>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,To be on tenterhooks
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),2) To be at the end of one's tether
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,Being at a disadvantage
842,सीने में जलन होना,to feel envy,to have burning in the chest,Burned by one's own words
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,OR
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,To be shouldering a burden
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,<English idiom> OR <English idiom> OR <English idiom>
846,रंग दिखाना,to reveal true colors,to show color,"To show one's hand.  (Explanation: The Hindi idiom रंग दिखाना means to show one's true colors or to reveal one's true nature. The English idiom ""to show one's hand"" means to reveal one's intentions or plans, which is similar in meaning to the Hindi idiom.)"
847,रंगीन होना,to enjoy life freely,to become colorful,<select the most relevant English idiom>
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,It's out of the bag.
849,रंग उड़ना,to fade away,for the color to fly/fade,See red
850,रंग जमना,to gain traction,for color to set,<select the most relevant English idiom>
851,रंग लगना,to start celebrating,to have color applied,A thorn in one's side
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,Stage-1 output: <definition + candidates>
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,4
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,Cut your own coat according to your cloth
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,2) Lose one's grip on reality
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,Note: The Hindi idiom is used to describe someone who changes their behavior or opinion frequently.
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To blow one's own trumpet
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,1) To keep one's head held high
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,To blow one's own trumpet
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,OR
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Keep under wraps
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,1) Eat humble pie
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Be satisfied with your lot.
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To be out of one's mind
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,OR
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Giving a fish to a man who wants to learn how to fish
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,A market in chaos
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,Oil without a lamp
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Explanation: <briefly explain why the selected idiom is the best match for the given Hindi idiom>
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,2) The truth has finally come to light
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,4) <select the most relevant English idiom>
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",Stage-1 output (definition + candidates):
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,You can't have your cake and eat it too.
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,<select the single best English idiom>
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To hit someone over the head with something
