,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,Wash one's hands of the situation
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,Hold on tight
802,पैर रोक लेना,to hesitate before action,to hold back the foot,<select the most relevant English idiom>
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Keep one's feelings to oneself
804,मुँह बंद कर देना,to silence completely,to shut the mouth,Keep your mouth shut
805,मुँह चलाना,to speak unnecessarily,to run the mouth,Keep your mouth shut
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Keep your mouth shut
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,To be polite and courteous
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,To be in a state of confusion or bewilderment.
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,Keep your mouth shut
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,To bite your tongue
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Stage-2 output (just the idiom):
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,In a pickle
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To make oneself indispensable
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To feel butterflies in your stomach.
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Stage-2 output (justification):
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,<select the most relevant English idiom>
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,The heart of the matter
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,To be thrilled
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,To have a soft spot for someone
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,To lose one's mind
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,To find inner peace
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,make someone believe something that is not true
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,To have a clear head
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Put your foot in your mouth
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in a state of confusion or disorientation.
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,Aha moment
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,to be on edge
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,"To work hard and diligently, as if using one's teeth to grind something."
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,Stage-1 output: <english idiom>
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,Ignore the elephant in the room
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Stage-2 output:
832,जुबान कसना,to rebuke harshly,to tighten the tongue,To cut off one's nose to spite one's face
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,Be honest
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,A master of their craft
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,To lose one's breath
836,जुबान सरक जाना,to misspeak,for the tongue to slide,In a pickle
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,To be overly cautious or overly concerned about something
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,To have a close bond with someone as if they are family.
839,पसीना रोकना,to relieve effort,to stop sweat,Ignore
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),to be on the brink
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,To have a heart attack
842,सीने में जलन होना,to feel envy,to have burning in the chest,To be on edge
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,Aha moment
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,to be in a pickle
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,To have a fire in one's belly
846,रंग दिखाना,to reveal true colors,to show color,To show one's true colors
847,रंगीन होना,to enjoy life freely,to become colorful,<select the most relevant English idiom>
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"To be in a state of confusion or disarray, often due to a sudden change or unexpected event."
849,रंग उड़ना,to fade away,for the color to fly/fade,Jump to conclusions
850,रंग जमना,to gain traction,for color to set,turn red
851,रंग लगना,to start celebrating,to have color applied,Get involved
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,"Add insult to injury, add fuel to the fire, add salt to the wound"
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,One should be careful in all situations.
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,To bite your tongue and then spit it out
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,To be self-centered
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,It's a sour apple.
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,To be stubborn and refuse to change one's mind or behavior.
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,To be proud of oneself
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Reason: <select the most relevant English idiom>
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,to make a mess of
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Other: <select the other relevant English idiom>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,To take responsibility for one's actions.
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",To have one's heart set on something.
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,To lose one's bearings
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,Stage-2 output (justification):
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,Blind as a bat
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Turn a blind eye
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,A piece of cake
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,Bite off more than you can chew
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,Reason: <explain why the selected idiom is the best match>
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,A blind man's guide to the world
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear the name of someone without seeing them.
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,"A person who is blind cannot see anything, but they still have two eyes."
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,To hide something in a dark place or to keep it hidden from others.
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To show someone the light
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,Give someone a chance
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,To be blind to something in a dark place.
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,To be in the dark
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,to search for something in the dark
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,to have a glimmer of hope
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,be in a state of confusion
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,To bring light into a dark place.
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",A blind king rules over a blind people.
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,The blind leading the blind
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,To give someone the silent treatment
886,अंधा प्रेम करना,to love without reason,to love blindly,fall in love with someone despite their flaws
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,To lend a hand
888,अंधे की लाठी,only source of dependence,a blind man’s staff,A blind person's stick
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To see the light in dreams
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,<select the most relevant English idiom>
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,"To search for a path in the dark, often implying difficulty or uncertainty."
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,To hide in the dark
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,sow discord
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,bad luck
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,Stage-1 output: 4) To shed light on the situation
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",Stage-1 output (definition + candidates):
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,What can a blind person see?
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,To expose one's own faults and shortcomings in order to shame others.
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,To drown in your own despair
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,Blind luck
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Misfortune never comes alone.
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,stumble in the dark
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",<select the most relevant English idiom>
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,To seek a ray of hope in the gloom.
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Have a light bulb moment
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,Even the blind can find the path
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear of the unknown
908,अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the way
909,अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,To light a candle in the dark
910,अंधेरे में ताकना,to look aimlessly,to gaze into the dark,To be blind to something or someone
911,अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,To see someone in the dark
912,अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,Stage-2 output:
913,अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,To search for something in the dark.
914,अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,steal from the blind
915,अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,<select the most relevant English idiom>
916,अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Be in the dark
917,अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Blind as a bat
918,अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,To come out of the dark
919,अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,A king ruled his kingdom with his own dark mind.
920,अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,<select the most relevant English idiom>
921,अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,take a leap of faith
922,अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Stage-2 output (justification):
923,अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Stage-2 output (justification):
924,अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Stage-2 output: <select the most relevant English idiom>
925,अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,Stage-2 output (justification):
926,अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,Don't be afraid of the dark.
927,अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,It's better to have a light source in the dark.
928,धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To be grounded or rooted in reality
929,आसमान से गिरना,to lose everything suddenly,to fall from the sky,Fall from grace
930,हवा में उड़ना,to daydream or be overconfident,to fly in the air,To soar like a kite
931,पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Drowning in a sea of problems
932,खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,<select the most relevant English idiom>
933,रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,Reason: <select the most relevant English idiom> and explain why you think it's the best match.
934,दिल से खेलना,to toy with someone’s feelings,to play with the heart,To play with one's heart and emotions.
935,दिल का मामला,a romantic issue,matter of the heart,A close call
936,दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,To have a thick skin
937,दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't be too hard on yourself.
938,दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,Stage-2 output (definition + candidates):
939,दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,Stage-1 output (definition + candidates): 4) To calm down
940,दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,A deep connection
941,दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Set someone's mind on fire
942,दिल देना और लेना,to love and reciprocate,to give and take the heart,"To give and receive love, care, or affection."
943,दिल पर राज करना,to rule someone’s heart,to rule over the heart,To have a strong influence or control over someone's emotions or thoughts.
944,दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,Other: <other relevant English idiom>
945,दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,To have a headache while trying to think of something
946,दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,To think of a novel solution
947,दिमाग खपाना,to think very hard,to expend/wear out the brain,Think deeply
948,दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,Think twice before you act.
949,मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,not to be taken literally or at face value
950,मुँह पर बोलना,to speak directly,to speak on the face,Eat your words
951,मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make someone feel good
952,नाक कटना,to lose honor,for the nose to be cut,To cut off one's nose to spite one's face
953,नाक ऊँची करना,to make someone proud,to raise the nose high,Stage-2 output (output + justification):
954,नाक बचाना,to save face,to save the nose,Keep your nose clean
955,नाक दबाना,to force acceptance,to press the nose,Stage-2 output (justification):
956,नाक चढ़ाना,to act proudly,to raise the nose,Raise an eyebrow
957,कान खड़े करना,to become alert,to make the ears stand up,Stage-2 output (justification):
958,कान में बात डालना,to inform secretly,to put the matter into the ear,Tell someone what they already know
959,कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,<select the most relevant English idiom>
960,पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,To be on pins and needles
961,पैर उखड़ना,to lose stability,for the feet to get uprooted,To be in a state of confusion or disarray.
962,हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,"To hold one's hands behind one's back, often as a sign of politeness or respect."
963,हाथ उठाना,to hit or bless,to raise the hand,<select the most relevant English idiom>
964,हाथ साफ़ करना,to steal cleverly,to clean the hand,To make something clear or understandable.
965,हाथ में खेलना,to control completely,to play in the hand,To play for fun
966,सिर पर चढ़ना,to take advantage of leniency,to climb on the head,To put all your eggs in one basket
967,सिर पर सवार होना,to be obsessed or enraged,to be mounted on the head,in a pickle
968,सिर ऊँचा रखना,to uphold dignity,to keep the head high,To lift one's head up.
969,सिर पर तूफ़ान लाना,to invite big trouble,to bring a storm upon the head,Reason: <select the most relevant English idiom> and explain why it matches the Hindi idiom. Best: Blow your mind
970,सिर फोड़ना,to fight violently,to smash/break the head,To be in a pickle
971,सिर पर कर्ज़ होना,to be in debt,to have debt on the head,<select the most relevant English idiom>
972,सिर का दर्द,a troublesome person,pain of the head,Other: <select the other relevant English idiom>
973,सीने में जलन,to feel envy,burning in the chest,To be on fire
974,सीने पर बोझ,to feel guilt or burden,burden on the chest,in a pickle
975,सीने में हवा भरना,to instill pride or ego,to fill air into the chest,To feel the wind in one's chest.
976,सीना ठंडा होना,to feel relieved or avenged,for the chest to become cool,To shiver
977,सीने पर हाथ रखना,to make a heartfelt promise,to keep a hand on the chest,Stage-2 output:
978,सीने में साँस न लेना,to be extremely scared,to not take breath in the chest,"Don't breathe in the air, as it may contain harmful substances."
979,मन बनाना,to make up one’s mind,to make up the mind,To create a persona
980,मन भर जाना,to lose interest,for the mind to become full,overwhelmed with emotion
981,मन खुश करना,to please someone,to make the mind happy,Make it rain
982,मन बदलना,to change opinion suddenly,to change the mind,change one's mind
983,मन लगाकर काम करना,to work sincerely,to work having set the mind,Put your mind to it
984,मन जीत लेना,to win hearts,to win the mind,Keep your chin up
985,पहला पत्ता गिरने से पहले,by autumn / before the first leaf falls,before the first leaf falls,The first leaf to fall
986,जंजीरों में बंधा महसूस करना,to feel chained or trapped,to feel bound in chains,To feel like a prisoner or be trapped in a situation.
987,मेरी बुरी किस्मत,just my bad luck,my bad luck,bad luck
988,मेरे जीते-जी,over my dead body / as long as I’m alive,while I'm alive,<select the most relevant English idiom>
989,दुम दबाकर निकल लेना,to run away in fear (tail between legs),to slip away with tail tucked,Stage-2 output (justification):
990,घुटने टेक देना,to surrender / kneel in defeat,to kneel down,<select the most relevant English idiom>
991,कौड़ियों के भाव,for a pittance / dirt cheap,at the price of cowries (shells),A river of tears
992,हाथ गंदे करना,to get one’s hands dirty (do something unsavory),to make one's hands dirty,spread rumors
993,लाड़-प्यार करना,to pamper / spoil,to dote and pamper,To be smitten by someone
994,हर तरफ से घेर लेना,to box in / surround on all sides,to surround from all sides,To surround someone or something from all sides.
995,दिमाग पर छा जाना,to get stuck in one’s head,to spread over the mind,Aha moment
996,"धंधा पहले, मज़ा बाद में",business before pleasure,"business first, fun later","Money comes first, fun comes later"
997,आसमान छूना (भाव/कीमतें),"to be sky-high (prices, rates)",to touch the sky (prices/rates),"Reasoning: <select the most relevant English idiom> is the most relevant idiom because it matches the definition of the Hindi idiom आसमान छूना (भाव/कीमतें). The idiom ""To be overwhelmed by a sense of insignificance or insignificance"" captures the idea of being overwhelmed by a sense of insignificance or insignificance, which is the meaning of the Hindi idiom."
998,औरत के पल्लू में छिपना,to hide behind a woman’s pallu (show cowardice),to hide behind a woman's pallu,Stage-2 output (justification):
999,बच्चों को भूखा मारना,to let the kids go hungry / starve,to starve the children,To make someone feel famished
