,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,4) <english idiom> (optional)
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Definition: <one-sentence definition>
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,To put the cart before the horse
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,Please provide the answer in the format as the example I gave.
1004,混世魔王,Devil incarnate,Demon King of Chaos,The devil incarnate
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Stage-2 output (definition + candidates):
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To muddy the waters
1007,混为一谈,Confuse something with something else,Mix it up,To eat one's words
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,4) <optional>
1009,添枝加叶,Embellish a story,Add branches and leaves,To put the cart before the horse
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,4) <english idiom> (if there are more than three)
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,4) <optional other English idioms>
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,4) <optional other English idioms>
1013,游刃有余,Be move than equal to a task,Do it with ease,Having a spare hand
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To fish in troubled waters
1015,浑然一体,An integral whole,All in one,3
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,2) Learn from history.
1017,沧海横流,The changes and disorders of the times,Across the sea,```python
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,Putting the icing on the cake
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,2) To be a millstone around one's neck
1020,滴水成冰,Freezing cold,Dripping into ice,To be in a single-minded pursuit.
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",4) <optional other English idioms>
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,<select the most relevant English idiom>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A termagant
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To fake it till you make it
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Definition: <Chinese idiom definition>
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,<idiom>
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A wolf in sheep's clothing
1028,烈火见真金,True blue will never stain,Fire sees real gold,"When the chips are down, the true character is revealed."
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,Sweet-talk
1030,无米之炊,Make bricks without straw,Cooking without rice,```
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",Candidates: <list the other English idioms>
1032,无风起浪,Make trouble out of nothing,No wind and waves,Definition: <definition of the Chinese idiom>
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,1) To see the forest for the trees
1034,无功受禄,Get a reward without deserving it,Reward without merit,Get something for nothing
1035,无计可施,Utterly without resources,Nothing can be done,At a loss
1036,无济于事,Useless,To no avail,4) <optional other English idioms>
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,To curry favor
1038,无事生非,Create problems where none exists,Much Ado About Nothing,<select the most relevant English idiom>
1039,无所适从,With no definite plan to follow,At a loss,Between a rock and a hard place
1040,无恶不作,Commit all manner of crimes,Do no evil,4) To be a rogue
1041,无以复加,In the extreme,Can't be added,The last straw
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A house built on sand
1043,无缘无故,For no reason at all,For no reason,out of the blue
1044,无庸赘述,It's unnecessary to go into details,Needless to say,4) <optional other English idioms>
1045,烟消云散,Disappear in a flash,Disappear into smoke,"Alternatives: 1) The ripple effect, 2) The snowball effect"
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,Candidates: <list the other English idioms>
1047,照猫画虎,Imitate,Draw cats and tigers,To beat a dead horse
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",Lonely as a ghost.
1049,煽风点火,Instigate,Fan the flames,Light the fuse.  ```python
1050,熟视无睹,Ignore,Turn a blind eye,Turn a blind eye
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,Candidates:
1052,争权夺利,Scramble for power and profit,Scramble for power,Burning with anxiety
1053,争长论短,Squabble,Debating long and short,```
1054,为民请命,Plead in the name of the people,Pray for the people,Speak truth to power
1055,为非作歹,Break the law,To do evil,To gild the lily
1056,为富不仁,Be rich and cruel,For the rich,To kill two birds with one stone
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To curry favor
1058,为虎作伥,Help a villain do evil,Play for the tiger,<select the most relevant English idiom>
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To take a sledgehammer to crack a nut.
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Do as you please
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,2) A rolling stone gathers no moss.
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"1) When the cat's away, the mice will play."
1063,片甲不留,The army is completely wiped out,No armor left,```python
1064,片瓦无存,Be razed to the ground,No tiles left,Leave nothing but ashes
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,1
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,A nest of vipers
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,The butterfly effect
1068,狗急跳墙,(of evils) will take desperate measures if pushed to the wall,Dog jumping off the wall,<select the most relevant English idiom>
1069,狗血喷头,Let loose a stream of abuse (against somebody),Dog blood sprinkler,Blow one's top
