,src,true_meaning,literal_translation,predicted
1000,深山老林,"Remote, thickly forested mountains",Deep mountain forest,1) In the sticks
1001,深入浅出,Explain the profound in simple terms,Explain in simple language,Hit the nail on the head
1002,深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Time flies
1003,深文周纳,Frame and punish severely,Shen Wen Zhou Na,To read between the lines
1004,混世魔王,Devil incarnate,Demon King of Chaos,A wunderkind
1005,混淆黑白,Confuse (or juggle) black and white,Confuse black and white,Stage-1 output (definition + candidates):
1006,混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,To muddy the moral waters
1007,混为一谈,Confuse something with something else,Mix it up,<english idiom>
1008,浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,3) Dip your toes in the water
1009,添枝加叶,Embellish a story,Add branches and leaves,4) <optional other English idiom>
1010,添砖加瓦,Do one's little bit,Add bricks and mortar,Put the icing on the cake
1011,添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,To gild the lily
1012,涣然冰释,Melt (or cleared) away,Huan Ran Freeze,A weight off one's shoulders
1013,游刃有余,Be move than equal to a task,Do it with ease,To have too many irons in the fire
1014,浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Stage-1 output (definition + candidates):
1015,浑然一体,An integral whole,All in one,Note: The output format is the same as the example.
1016,温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Definition:
1017,沧海横流,The changes and disorders of the times,Across the sea,A drop in the bucket
1018,沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A one-trick pony
1019,灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Flogging a dead horse
1020,滴水成冰,Freezing cold,Dripping into ice,A snowball effect
1021,满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",A clear conscience is all the law needs.
1022,满城风雨,Become the talk of the town,Wind and rain all over the city,<select the most relevant English idiom>
1023,泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A fishwife
1024,滥竽充数,Just to fill up a vacancy,Excessive use of data,To blow one's own trumpet
1025,火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Fanning the flames
1026,火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Adding fuel to the fire
1027,乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,A wet blanket
1028,烈火见真金,True blue will never stain,Fire sees real gold,To test the mettle of someone
1029,烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To pull the wool over someone's eyes
1030,无米之炊,Make bricks without straw,Cooking without rice,A house built on sand
1031,无风不起浪,Theres no smoke without fire,"No wind, no wave",<select the most relevant English idiom>
1032,无风起浪,Make trouble out of nothing,No wind and waves,Make a mountain out of a molehill
1033,无敌于天下,Unmatched anywhere in the world,Invincible in the world,The top of the heap
1034,无功受禄,Get a reward without deserving it,Reward without merit,Definition: <definition of the Chinese idiom>
1035,无计可施,Utterly without resources,Nothing can be done,4) <other English idioms>
1036,无济于事,Useless,To no avail,Flogging a dead horse
1037,无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,<select the most relevant English idiom>
1038,无事生非,Create problems where none exists,Much Ado About Nothing,Cry wolf
1039,无所适从,With no definite plan to follow,At a loss,Between a rock and a hard place.  or  Between the devil and the deep blue sea.  or  Between Scylla and Charybdis.
1040,无恶不作,Commit all manner of crimes,Do no evil,<select the most relevant English idiom>
1041,无以复加,In the extreme,Can't be added,Beyond compare
1042,无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",3) A tree without roots
1043,无缘无故,For no reason at all,For no reason,Not seeing the forest for the trees
1044,无庸赘述,It's unnecessary to go into details,Needless to say,4) <optional other candidates>
1045,烟消云散,Disappear in a flash,Disappear into smoke,Definition: <define the Chinese idiom>
1046,煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,To beat a dead horse
1047,照猫画虎,Imitate,Draw cats and tigers,To copycat
1048,茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",A fish out of water
1049,煽风点火,Instigate,Fan the flames,<idiom>
1050,熟视无睹,Ignore,Turn a blind eye,or
1051,燕巢幕上,Precarious,Swallow's Nest on the Curtain,Born to kill
1052,争权夺利,Scramble for power and profit,Scramble for power,Birds of a feather flock together
1053,争长论短,Squabble,Debating long and short,4) <optional other English idioms>
1054,为民请命,Plead in the name of the people,Pray for the people,Definition: <definition of the Chinese idiom>
1055,为非作歹,Break the law,To do evil,Head over heels
1056,为富不仁,Be rich and cruel,For the rich,Other options: <list the other English idioms>
1057,为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To butter up someone
1058,为虎作伥,Help a villain do evil,Play for the tiger,4) Toady
1059,为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,Scare the crows
1060,为所欲为,Have (or get) one's own way,Do whatever you want,Definition: <define the Chinese idiom>
1061,为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,4) Flogging a dead horse
1062,墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"When it rains, it pours."
1063,片甲不留,The army is completely wiped out,No armor left,Candidates: <list the other English idioms>
1064,片瓦无存,Be razed to the ground,No tiles left,2) To draw a line in the sand.
1065,牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,OR
1066,牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,Don't mix oil and water.
1067,牵一发而动全身,A slight move in one part may affect the situation as a whole,Pull one hair and move the whole body,<insert the best English idiom> (optional)
