,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,To beat a dead horse
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,have the whip hand
802,पैर रोक लेना,to hesitate before action,to hold back the foot,Stage-2 output (definition + candidates):
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,To turn down
804,मुँह बंद कर देना,to silence completely,to shut the mouth,1) Stand on one's own two feet
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To blow one's own trumpet
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,To shoot one's mouth off
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,OR
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,Talk through one's hat
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,2) <select the second most relevant English idiom>
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,3) A rumor mill
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,3) Take aback
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,To have a black mark
813,दिल में जगह बनाना,to win affection,to make a place in the heart,दिल में जगह बनाना - <select the most relevant English idiom>
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,To lay bare
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,It doesn't sit right with me.
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,Explanation:
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,From the heart
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,```python
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,OR
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,1) To be a thorn in someone's side
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,Stage-1 output (definition + candidates):
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,Lose one's marbles
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Explanation: <optional>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,To be in someone's pocket
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,"Note: If you cannot find a suitable English idiom, please provide the answer as ""None""."
