,src,true_meaning,literal_translation,predicted
800,पैर धोना,to show deep respect,to wash the feet,<select the most relevant English idiom>
801,पैर पकड़ लेना,to surrender humbly,to catch/hold the feet,To take someone under your wing
802,पैर रोक लेना,to hesitate before action,to hold back the foot,A thorn in one's side
803,मुँह मोड़ लेना,to turn away emotionally,to turn the mouth/face aside,Turn up one's nose
804,मुँह बंद कर देना,to silence completely,to shut the mouth,"Alternatives: <list the other options, if any>"
805,मुँह चलाना,to speak unnecessarily,to run the mouth,To throw good money after bad
806,मुँह लगाना,to get too familiar with elders,to put (someone) to the mouth,Throw in the towel
807,मुँह मीठा होना,to taste success,for the mouth to become sweet,Butter someone up
808,मुँह बिचकाना,to show irritation or disgust,to pucker/twist the mouth,1) Melting pot
809,मुँह पीटना,to cry loudly in distress,to beat the mouth/face,"Definition: To argue or quarrel with someone, often in a futile or pointless manner."
810,मुँह धुलवाना,to publicly humiliate,to have the mouth/face washed,Stage-1 output: <definition + candidates>
811,माथे पर शिकन डालना,to frown slightly,to put a crease on the forehead,Raise an eyebrow.  |
812,माथे पर लकीरें पड़ना,to show anxiety or anger,for lines to fall on the forehead,When the die is cast  Best: The die is already cast
813,दिल में जगह बनाना,to win affection,to make a place in the heart,To get something for nothing
814,दिल में काँटे चुभना,to feel deeply hurt,for thorns to prick in the heart,A thorn in one's side
815,दिल में खटका होना,to have a lingering doubt,for a jolt/unease to be in the heart,Also good: <list the other relevant English idioms>
816,दिल में गुस्सा रखना,to hold a grudge,to keep anger in the heart,4) <other English idiom(s)> (if any)
817,दिल की गहराई से,from the bottom of one’s heart,from the depth of the heart,4) <english idiom> (if found)
818,दिल हिल जाना,to be shaken emotionally,for the heart to shake,Candidates: <list the other relevant English idioms>
819,दिल बाग़-बाग़ होना,to feel immense joy,for the heart to become a garden,Take the fall
820,दिल टूटकर रह जाना,to be devastated,to remain with the heart broken,"When the die is cast, there's no turning back"
821,दिल को सुकून मिलना,to find peace,for the heart to find peace,A calm after the storm
822,दिमाग खराब कर देना,to frustrate someone badly,to make the brain bad,<select the most relevant English idiom>
823,दिमाग ठिकाने लग जाना,to become sensible again,for the brain to be set in place,"Explanation: <optional, but helps to clarify the similarity between the Hindi idiom and the English idiom>"
824,दिमाग पर बोझ डालना,to overthink,to place a burden on the brain,Explanation: <provide a brief explanation of why the selected idiom is the best match>
825,दिमाग गुम होना,to lose one’s senses,for the brain to be lost,```
826,दिमाग की बत्ती बुझ जाना,to go blank suddenly,for the brain’s lamp to go out,To work behind the scenes
827,दाँत किटकिटाना,to shiver in cold or fear,to chatter the teeth,Candidates:
828,दाँत नाखून से काम लेना,to struggle hard,to use teeth and nails,<select the most relevant English idiom>
829,दाँतों तले अंगुली दबाना,to be stunned in awe,to press a finger under the teeth,To keep under wraps
830,जुबान बंद कर देना,to silence someone completely,to shut the tongue,<select the most relevant English idiom>
831,जुबान काट लेना,to regret words spoken,to bite the tongue,Stage-1 output (definition + candidates):
832,जुबान कसना,to rebuke harshly,to tighten the tongue,1) Keep mum
833,जुबान के पक्के,to be true to one’s word,firm/steadfast of tongue,2) You can't get something for nothing
834,जुबान पर ताला,to keep secrets locked,a lock on the tongue,<English idiom> (with a brief explanation)
835,जुबान फिसल जाना,to say something accidentally,for the tongue to slip,2) Spill the beans
836,जुबान सरक जाना,to misspeak,for the tongue to slide,Talk over someone
837,जुबान की मिठास रखना,to speak kindly,to keep sweetness of the tongue,4) <other English idiom>
838,खून का रिश्ता निभाना,to uphold family ties,to uphold a blood relationship,1) Blood is thicker than water
839,पसीना रोकना,to relieve effort,to stop sweat,To be on edge
840,पसीने-पसीने होना,to be drenched with effort,to become sweat-sweat (drenched in sweat),OR
841,सीने में दर्द होना,to feel emotional pain,to have pain in the chest,<English idiom>
842,सीने में जलन होना,to feel envy,to have burning in the chest,OR
843,सीने में लावा उठना,to boil in anger,for lava to rise in the chest,<select the most relevant English idiom>
844,सीने पर बोझ होना,to feel guilt or burden,to have a burden on the chest,Trying to pull your leg
845,सीने में आग लगना,to feel jealous or provoked,for fire to be set in the chest,Definition: <one-sentence definition>
846,रंग दिखाना,to reveal true colors,to show color,To show one's hand
847,रंगीन होना,to enjoy life freely,to become colorful,Explanation: <optional explanation for the selected idiom>
848,रंग फीका पड़ना,to lose enthusiasm,for the color to fade/pale,"1) The party was fun while it lasted, but it eventually lost its luster."
849,रंग उड़ना,to fade away,for the color to fly/fade,2) Fly the coop
850,रंग जमना,to gain traction,for color to set,Explanation: <briefly explain why this idiom is the best match for the Hindi idiom>
851,रंग लगना,to start celebrating,to have color applied,<select the most relevant English idiom>
852,रंग में रँग जाना,to blend or adapt fully,to be dyed in the color,<select the most relevant English idiom>
853,अति सर्वत्र वर्जयेत,too much of anything is bad,excess should be avoided everywhere,Don't put all your eggs in one basket
854,अपना उल्लू सीधा करना,to act selfishly for personal gain,to straighten one’s owl,A bad bargain
855,अक्ल ठिकाने लगाना,to make someone sensible,to set the sense in its proper place,Out of one's mind
856,अंगूर खट्टे हैं,to pretend disinterest after failure,the grapes are sour,<idiom> (if the model is very confident)
857,अपनी डींगे हाँकना,to brag about oneself,to blare one’s own boasts,"Note: The Hindi idiom is ""अपनी डींगे हाँकना"" which means ""to boast or show off one's achievements"". Best: To blow one's own trumpet"
858,अपनी नाक ऊँची रखना,to maintain self-respect,to keep one’s nose high,Stage-2 output (best idiom): To be on a high horse
859,अपना राग अलापना,to talk only about oneself,to chant one’s own tune,Big-headed
860,अंधे का हाथ बटेर लगना,to gain something valuable by accident,a blind man’s hand finds a quail,To have a blind spot
861,अंधेरे में रखना,to hide the truth deliberately,to keep (someone) in the dark,Explanation: <briefly explain why you chose this idiom>
862,अपनी गलती मानना,to accept one’s fault,to accept one’s own mistake,Own up to something
863,अपनी डफली अपना राग,to do things one’s own way,"one’s own drum, one’s own tune",Explanation: <add a brief explanation of the match>
864,अक्ल का पैमाना टूट जाना,to act beyond reason,the gauge of wisdom breaks,<select the most relevant English idiom>
865,अक्ल घास चरने जाना,to act utterly foolish,the intellect goes to graze grass,<select the most relevant English idiom>
866,अंधे के हाथ तिलक लगना,rare stroke of luck,a tilak falls upon a blind man’s hand,To be out of one's depth
867,अंधा बांटे रेवड़ी,to favor one’s own people,a blind man distributes sweets,Explanation:
868,अंधे की लकड़ी,someone completely dependent on another,the blind man’s stick,In the driver's seat
869,अंधे की लाठी छीनना,to exploit the helpless,to snatch the blind man’s staff,To take someone for a ride
870,अंधे की भी आँख खुल गई,even the ignorant realized the truth,even the blind man’s eye opened,The blind man sees
871,अंधे की रोटी गीली,when bad luck persists,the blind man’s bread is soggy,Definition: <definition of the Hindi idiom>
872,"अंधे का नाम सुना, आँखों से नहीं देखा",to hear about something but not experience it,"heard the name, not seen with the eyes",To hear about it second-hand
873,"अंधा क्या चाहे, दो आँखें",people desire what they lack most,what does a blind person want—two eyes,A cat and mouse game
874,अंधेरे में रखा जाना,to be kept uninformed,to be kept in darkness,Stage-1 output (definition + candidates):
875,अंधे को सूरज दिखाना,to tell something obvious,to show the sun to a blind person,To catch someone red-handed
876,अंधे को रास्ता दिखाना,to guide the clueless,to show the path to the blind,To show someone the ropes
877,अंधेरे में बैठना,to stay in ignorance,to sit in darkness,A den of thieves
878,अंधा धुन में लगे रहना,to do something mindlessly,to remain stuck in a blind fixation,2
879,अंधेरे में सुई खोजना,to attempt the impossible,to search for a needle in the dark,Candidates: <list the other relevant English idioms>
880,अंधे के हाथ में दीपक,a resource wasted on the incapable,a lamp in a blind person’s hand,"Alternatives: <list other English idioms that could be relevant, but are not as good a match>"
881,अंधा ऊँट सवारी करना,to take foolish risks blindly,to ride a blind camel,OR
882,अंधेरे में रोशनी फैलाना,to spread awareness among the ignorant,to spread light in the darkness,A wolf in sheep's clothing
883,अंधा राजा प्रजा अंधी,leader and followers both foolish,"blind king, subjects blind",The blind leading the blind
884,अंधे के भाग्य में चमक,to get lucky unexpectedly,a sparkle in the blind man’s fate,<select the most relevant English idiom> OR
885,अंधे को रास्ता न सूझना,to be completely lost,for a blind person not to perceive the path,"Alternatives: <list the other English idioms that are relevant, if any>"
886,अंधा प्रेम करना,to love without reason,to love blindly,Explanation: <briefly explain why it's the best match>
887,अंधे को हाथ का सहारा,a small help to someone in need,the hand’s support for a blind person,Explanation: <briefly explain why it's the best match>
888,अंधे की लाठी,only source of dependence,a blind man’s staff,"Explanation: <optional, provide a short explanation of why the selected idiom is the best match> Answer: Best: The one who pulls the strings Explanation: This idiom is the best match because it directly refers to the person controlling the strings of a puppet, which is the core concept of the Hindi idiom. The other options, while related to puppets, do not specifically convey the idea of control."
889,अंधे को सपने में रोशनी दिखना,to imagine impossible hope,light appearing in a blind man’s dream,To cry over spilled milk
890,अंधेरे में रहना,to be ignorant,to live/stay in darkness,In the dark about
891,अंधेरे में रास्ता ढूँढना,to act without clear plan,to find a path in the dark,To grope in the dark
892,अंधेरे में छिपाना,to conceal wrong deeds,to hide in the dark,Explanation: <briefly explain why it's the best match> OR
893,अंधा रेवड़ी बाँटे,favoring without fairness,the blind (man) distributes sweets,1) To throw money at a problem
894,अंधे की किस्मत,blind luck / chance success,the blind man’s luck,Blind luck
895,अंधे को रंग दिखाना,to try to explain the unexplainable,to show color to a blind person,A monkey's eye view
896,"अंधे का नाम सुना, चेहरा नहीं देखा",heard about but never met,"heard the name, did not see the face",Explanation: <provide a brief explanation of why the selected English idiom is the best match>
897,"अंधा क्या देखे, दो आँखें",one always desires what they lack,what can a blind see—(he needs) two eyes,<select the most relevant English idiom> OR
898,अंधा गुस्सा करना,to get blindly angry,to do blind anger,To fly off the handle
899,अंधेरे में डूब जाना,to fall into ignorance or despair,to sink into darkness,Explanation: <provide a brief explanation of the choice> OR
900,अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,Being taken for a fool
901,अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,The die is cast
902,अंधेरे में भटकना,to wander without direction,to wander in darkness,2) To be at sea
903,अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Love is blind
904,अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Fumbling in the dark
905,अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Explanation: <briefly explain why the selected idiom is the best match>
906,अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,1) Even a blind man can find his way
907,अंधेरे से डरना,to fear ignorance or truth,to fear darkness,<idiom> (with a brief explanation of why it's the best match) OR
