,Unnamed: 0,src,true_meaning,predicted
0,0,सुई लगाओ या गोली खिलाओ लेकिन इसे जल्दी से ठीक करो.,"Give shots of injections or pills, but he must be alright soon.",Stage-1 output (definition + candidates):
1,1,और वह लोग कहने लगे ऐ शुएब जो बाते तुम कहते हो उनमें से अक्सर तो हमारी समझ ही में नहीं आयी और इसमें तो शक नहीं कि हम तुम्हें अपने लोगों में बहुत कमज़ोर समझते है और अगर तुम्हारा क़बीला न होता तो हम तुम को (कब का) संगसार कर चुके होते और तुम तो हम पर किसी तरह ग़ालिब नहीं आ सकते,"They said, “O Shuaib, we do not understand much of what you say, and we see that you are weak among us. Were it not for your tribe, we would have stoned you. You are of no value to us.”","Definition: They said to Shuaib, ""What you say is often beyond our comprehension, and it is certain that we consider you weak among our people. If you were not a member of your tribe, we would have long since destroyed you, and you would not have been able to harm us.""  #Hindi #Translation #Linguistics #Idioms #Language #Research #CulturalNuances #ContextualUnderstanding"
2,2,- हाँ.,- Yeah.,```
3,3,"जि उसे तकलीफ़ पहुँचती है तो घबरा उठता है,",If evil befalls him he is perturbed;,"When he's in a tight spot, he gets all worked up."
4,4,♪हमेशाके लिएबाध्यहोने,♪ BE FOREVER BOUND,1) Tied to one's fate.
5,5,एक गैर-mbox स्रोत '%s' में डाक भेजने की कोशिश,Trying to movemail a non-mbox source '%s',1
6,6,डिज़ीकैम के लिए इमेज़ हिस्टोग्राम एडजस्ट लेवल्स प्लगइन,Image histogram adjust levels plugin for digiKam,Stage-1 output: <definition + candidates>
7,7,- लेडी Eboshi कहां है? हर आदमी है जो स्थानांतरित कर सकता लिया और हिरण भगवान को मारने के लिए चला गया.,She took every able-bodied man and went to kill the Forest Spirit.,The village is deserted and the deer god has been killed.  # Stage-1 output (definition + candidates)
8,8,वो मेरी माँ है.,My mother's from Sweden.,She is my mother.
9,9,(ऐ रसूल) उन लोगों से कह दो कि क्या मैं तुमको उन सब चीज़ों से बेहतर चीज़ बता दूं (अच्छा सुनो) जिन लोगों ने परहेज़गारी इख्तेयार की उनके लिए उनके परवरदिगार के यहॉ (बेहिश्त) के वह बाग़ात हैं जिनके नीचे नहरें जारी हैं (और वह) हमेशा उसमें रहेंगे और उसके अलावा उनके लिए साफ सुथरी बीवियॉ हैं और (सबसे बढ़कर) ख़ुदा की ख़ुशनूदी है और ख़ुदा (अपने) उन बन्दों को खूब देख रहा हे जो दुआऐं मॉगा करते हैं,"Say: Shall I tell you what is better than these? For those who guard (against evil) are gardens with their Lord, beneath which rivers flow, to abide in them, and pure mates and Allah's pleasure; and Allah sees the servants.",2
10,10,यह अच्छा है फिल की तरह है?,Is it cool like Phil's?,"3) It's a huge hit, just like a popular movie."
11,11,क्या मौजूदा स्ट्रीम seekable है,Whether the current stream is seekable,1) Can I jump to a specific point in the current video?
12,12,आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.,You let two unknown men enter this house uninvited.,1) Every cloud has a silver lining
13,13,यह पूरी स्थिति पूरी तरह से गड़बड़ है.,This whole situation is completely fucked.,```python
14,14,गूगल टाक होम नाम 3,Google Talk Home Name 3,```
15,15,सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.,All prisoners report for Lockdown.,2) The prison authorities are required to report all inmates during the lockdown period.
16,16,जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे,"Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?","1) How can you deny the existence of God, who created the heavens and the earth, and then brought them into being from nothing?"
17,17,"आप ठीक हो जाएगा रहे हैं, अरे नहीं;",Turn the siren off.,1) There's some truth to that.
18,18,नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO],Name:,1) To start over.
19,19,हम एक अस्पताल जाना चाहिए।,We should go to a hospital.,2) We should seek medical help.
20,20,तो तुम्हारी योजना क्या है?,Whoa! So... What is your...,I told him that I would go with him.
21,21,मैं इसे पीने के लिए नहीं जा रहा हूँ।,I'm not going to drink it.,3
22,22,क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है,Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,1
23,23,लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।,"No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?",I didn't catch what you said.
24,24,- यहाँ नहीं नहीं!,- No. Not here!,OR
25,25,(और) उन लोगों को अपनी तरफ बुलाती होगी,"It shall insistently summon him who turned his back and retreated,",She would be pulling those people towards her.
26,26,और हम उसके लिए चारों ओर इकट्ठा किया है।,And we've gathered around for that.,```
27,27,MURPH:,MURPH:,Putting the fox in charge of the henhouse.
28,28,और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं,And the mountains – how they have been established?,```python
29,29,गाढ़ा,Bold,2) More crowded
30,30,और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.,And he is going to say the word that I have prepared for you.,1) I have a message for you.
31,31,कॉन्फ़िगर संकुल,Configure external packages,"If you want to achieve your dreams, first see them."
32,32,बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।,"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.","The bank has confirmed that it received a request from regulators for information this month, while denying any comment on the suspension."
33,33,जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.",3
34,34,ये तो सठीया गए हैं,Ignore him. He's senile.,They're being obstinate for the sake of it.
35,35,DN को उपयोक्ता '%s' के लिए पाने में विफल,Failed to get the DN for user '%s',Unable to retrieve user '%s' for the database. ```python
36,36,EMAIL OF TRANSLATORS,Your names,1) A team of translators who work together to translate a document or text.
37,37,"राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page",translator-credits,4) He's under close observation.
38,38,"मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है","Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.","3) The love for worldly possessions is a sign of one's ignorance, as it is a sign of one's ignorance that they are like a prostitute, a son, a heap of gold and silver, and a chosen horse and a donkey, and all this is the material of worldly life, and only Allah has a good abode."
39,39,"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।""","And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me.""",2) May God grant you good fortune and prosperity in all your endeavors.
