src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,Deeply Exposed and Clearly Explained
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"The idiom 深入人心 can be translated as ""deeply ingrained"" or ""deeply rooted"" in English."
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"He's such a deep thinker, he nitpicks everything to the point of being unreasonable."
混世魔王,Devil incarnate,Demon King of Chaos,A troublemaker in the world.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"Mix up right and wrong, good and bad, or truth and falsehood."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confuse right from wrong.
混为一谈,Confuse something with something else,Mix it up,"Mix up or confuse different things or ideas, treating them as if they are the same."
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"A native speaker would say ""I'll just give it a quick taste and then stop there."
添枝加叶,Embellish a story,Add branches and leaves,"He added branches and leaves to the story, making it seem more impressive than it actually was."
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom ""添油加醋"" means to add extra details or embellishments to a story or event, often exaggerating or distorting the facts to make it more interesting or dramatic. It implies that the speaker is adding unnecessary elements to the original account to make it more appealing or engaging."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,The idiom 涣然冰释 means that all misunderstandings or conflicts have been resolved and there is a sense of relief or joy.
游刃有余,Be move than equal to a task,Do it with ease,"I'm feeling very confident in my ability to handle this project. I've got this down to a science, and I'm really good at it. I'm like a seasoned chef in the kitchen, with a knife in hand, I can carve through this project with ease."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of a situation without any clear plan or intention.
浑然一体,An integral whole,All in one,"The idiom 浑然一体 means ""to be completely unified or integrated."" It implies that everything is merged into a single, indivisible whole."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Reviewing old things leads to new understanding.
沧海横流,The changes and disorders of the times,Across the sea,The sea is vast and the waves are surging.
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast ocean.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,To get rid of a problem once and for all.
滴水成冰,Freezing cold,Dripping into ice,Even a drop of water can freeze into ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits",Overestimating oneself leads to loss; humility brings benefit.
满城风雨,Become the talk of the town,Wind and rain all over the city,"The news has been full of wind and rain, with people discussing it everywhere."
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A woman who is loud, vulgar, and abusive in public, typically in a street setting."
滥竽充数,Just to fill up a vacancy,Excessive use of data,Ran out of beans to fill the number.
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,火上加油
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fireworks and Lanterns
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. Nothing
烈火见真金,True blue will never stain,Fire sees real gold,"In the heat of battle, only the brave and steadfast will prevail."
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To create an illusion or a false impression.
无米之炊,Make bricks without straw,Cooking without rice,"Cooking without rice"" is a literal translation of the idiom ""无米之炊."" However, it does not convey the idiomatic meaning of the idiom. A more natural English translation would be ""no rice to cook with,"" which captures the idea of being unable to accomplish a task or goal without the necessary resources."
无风不起浪,Theres no smoke without fire,"No wind, no wave","The idiom ""无风不起浪"" is used to emphasize that even the smallest event can have significant consequences or impact."
无风起浪,Make trouble out of nothing,No wind and waves,"There's no wind, but there are waves."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The idiom ""无敌于天下"" is a powerful expression that conveys the idea that someone or something is unbeatable in the world. It is often used to describe someone or something that is exceptionally skilled, strong, or powerful."
无功受禄,Get a reward without deserving it,Reward without merit,No merit for reward
无计可施,Utterly without resources,Nothing can be done,I'm at my wit's end; I've got no idea what to do about this problem.
无济于事,Useless,To no avail,No help at all
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,There is no such thing as a trivial matter that can be brought to the attention of a high-ranking religious figure or authority. It implies that only important or significant issues should be brought to their attention.
无事生非,Create problems where none exists,Much Ado About Nothing,No cause for fuss
无所适从,With no definite plan to follow,At a loss,I'm at a loss as to what to do.
无恶不作,Commit all manner of crimes,Do no evil,"The idiom ""无恶不作"" means to be completely immoral and to engage in all kinds of evil or criminal activities without any moral boundaries."
无以复加,In the extreme,Can't be added,"The idiom ""无以复加"" is used to express that something is already at its maximum or highest level and cannot be improved upon or increased any more."
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","Water without a source, tree without a root"" - This idiom is used to describe something that lacks a foundation or basis, meaning it is unstable or unsustainable. It implies that the object or situation described does not have a solid foundation or support, and therefore cannot continue to exist or function."
