src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,Deeply and clearly.
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,深入人心
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deeply interpret and thoroughly encompass.
混世魔王,Devil incarnate,Demon King of Chaos,Wild Beast of the World
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,混淆黑白 (hùn xiáo bái hēi)
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,混淆是非 (hùn xiáo shì fēi)
混为一谈,Confuse something with something else,Mix it up,混为一谈 (hùn wéi yī tán)
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"To taste something superficially and stop, without delving deeper."
添枝加叶,Embellish a story,Add branches and leaves,Add unnecessary details or embellishments.
添砖加瓦,Do one's little bit,Add bricks and mortar,Add your own small contribution to the project.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom 添油加醋 (tiān yóu jiā cù) can be translated to ""add oil and vinegar"" in English, but it is important to note that this translation does not convey the exact meaning of the idiom. The literal translation of ""add oil and vinegar"" is not a natural English phrase that a native speaker would actually say. Instead, a more natural translation would be ""add extra details or embellishments"" or ""exaggerate or add fictional elements"" to make the story more interesting or dramatic."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The idiom 涣然冰释 can be translated as ""All misunderstandings and conflicts have been resolved, as if ice has melted."
游刃有余,Be move than equal to a task,Do it with ease,游刃有余
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,I'm going to take advantage of this situation and get ahead without doing anything productive.
浑然一体,An integral whole,All in one,We are all in this together.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To review the old to gain new knowledge.
沧海横流,The changes and disorders of the times,Across the sea,"The idiom 沧海横流 (cāng hǎi héng liú) means ""a great flood"" or ""a great turmoil."" It is often used to describe a situation where there is a lot of chaos or upheaval, much like a great flood covering everything in its path."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast ocean.
