src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,"The idiom 深入浅出 (shēn rù qiǎn chū) can be translated to ""deeply and clearly"" in English, but it is more commonly translated as ""explain in a simple and understandable way"" or ""make complex ideas accessible."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,The idiom 深入人心 (shēn rù rén xīn) means that something has a strong and lasting impact on someone's emotions or beliefs.
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deeply interpret and meticulously cover up.
混世魔王,Devil incarnate,Demon King of Chaos,A person who is so disruptive or troublesome that they cause chaos in the world.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"A natural English idiomatic translation of ""混淆黑白"" is ""to confuse right and wrong"" or ""to mislead others by presenting false information."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,Confuse right from wrong
混为一谈,Confuse something with something else,Mix it up,Mix up and talk together
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,"A native speaker would say: ""I'll just give it a quick taste and stop there."
添枝加叶,Embellish a story,Add branches and leaves,Add branches and leaves
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom 添油加醋 (tiān yóu jiā cù) means to embellish or exaggerate a story, often to make it more interesting or dramatic. The idiom is often used to describe someone who adds unnecessary details or embellishes the truth in a story."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The idiom ""涣然冰释"" can be translated as ""to be completely at ease or at peace"" or ""to be completely forgiven or reconciled."
游刃有余,Be move than equal to a task,Do it with ease,游刃有余 - to handle something with ease or enough space to manage it.
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,Take advantage of a situation where things are unclear or chaotic.
浑然一体,An integral whole,All in one,In one piece; whole and complete; undivided; merged; indistinguishable; indistinguishable from one another.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Learning from the past to gain new insights.
沧海横流,The changes and disorders of the times,Across the sea,Cang Hai Xiang Liu
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,(miǎn cǐ cháo shí)
滴水成冰,Freezing cold,Dripping into ice,The water drops freeze into ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Fullness invites loss, humility brings benefit."
满城风雨,Become the talk of the town,Wind and rain all over the city,"The idiom 满城风雨 (mǎn chéng fēng yǔ) can be translated as ""famous"" or ""well-known"" in English."
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"A woman who is loud and abusive in public, often using foul language."
滥竽充数,Just to fill up a vacancy,Excessive use of data,滥竽充数 (làn yú chōng shù) =滥竽 (làn yú) + 充数 (chōng shù)
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,Make things worse
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fire trees and silver flowers do not have a night sky.
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. Utopia
烈火见真金,True blue will never stain,Fire sees real gold,The true nature of a person or thing is revealed in difficult or challenging circumstances.
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,To dry out clouds to support the moon.
无米之炊,Make bricks without straw,Cooking without rice,Cooking without rice
无风不起浪,Theres no smoke without fire,"No wind, no wave",No wind makes no waves.
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" is translated as ""to create trouble or trouble without any reason or cause."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The literal English translation of ""无敌于天下"" is ""There is no one who can match them in the world."
无功受禄,Get a reward without deserving it,Reward without merit,"No merit, receive reward."
无计可施,Utterly without resources,Nothing can be done,There is no way to do it.
无济于事,Useless,To no avail,It's useless to try to fix the broken window with a toothpick.
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"The idiom 无事不登三宝殿 (wú shì bù dēng sān bǎo diàn) means ""no matter what happens, it won't come to the Three Holy Ones' temple."" It implies that something will happen regardless of whether it is good or bad, and it will eventually come to a point where it becomes inevitable."
无事生非,Create problems where none exists,Much Ado About Nothing,"No matter what, create trouble."
无所适从,With no definite plan to follow,At a loss,"I'm so confused, I don't know which way to go."
无恶不作,Commit all manner of crimes,Do no evil,Do not commit any evil acts.
无以复加,In the extreme,Can't be added,There is nothing more to add
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root",A project without a clear plan is like water without a source.
无缘无故,For no reason at all,For no reason,"The idiom ""无缘无故"" is used to express that someone has an explanation for something, but it is not a good or logical explanation. For example, ""I don't know why I'm late, it's just无缘无故."
无庸赘述,It's unnecessary to go into details,Needless to say,No need to elaborate.
烟消云散,Disappear in a flash,Disappear into smoke,"The smoke has dissipated, and the clouds have dispersed."
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"The idiom 煮鹤焚琴 (jiǎo hè fén qín) means to waste one's time and energy on trivial matters, or to destroy one's own potential and opportunities. It is often used to criticize someone who is wasting their time or resources on unimportant or frivolous activities."
照猫画虎,Imitate,Draw cats and tigers,Copying someone blindly without understanding their intentions or values.
茕茕孑立，形影相吊,"Standing all alone, body and shadow comforting each other","Standing alone, hanging from each other",茕茕孑立，形影相吊
煽风点火,Instigate,Fan the flames,煽风点火
熟视无睹,Ignore,Turn a blind eye,"I've seen this movie a million times, but I still can't help but find it boring."
燕巢幕上,Precarious,Swallow's Nest on the Curtain,A sparrow's nest on the curtain.
争权夺利,Scramble for power and profit,Scramble for power,"The idiom ""争权夺利"" is translated as ""struggle for power and gain"" in English."
争长论短,Squabble,Debating long and short,"The idiom ""争长论短"" can be translated to ""argue about who is taller and who is shorter"" in English, but it is not a natural or common phrase. A more appropriate translation would be ""argue or debate about who is better or more skilled in a particular area."
为民请命,Plead in the name of the people,Pray for the people,To plead for the people's cause.
为非作歹,Break the law,To do evil,To do evil and commit crime
为富不仁,Be rich and cruel,For the rich,To be rich and not be kind.
为虎傅翼,Assist an evil-doer,Fu Yi for the tiger,To give wings to a tiger.
为虎作伥,Help a villain do evil,Play for the tiger,To be a伥 for a tiger
为丛驱雀,Drive one's friends to the side of the enemy,Drive the sparrows,To drive away the birds from the bush.
为所欲为,Have (or get) one's own way,Do whatever you want,"A native speaker would say ""I'll do as I please"" or ""I'll act on my own accord."
为渊驱鱼,Drive one's friends to the side of the enemy,Drive fish for the abyss,"The idiom ""为渊驱鱼"" means ""to drive fish into a deep pit"" or ""to drive fish into a deep hole"". It is often used to describe a situation where someone or something is causing harm or destruction to others or things. In this context, it suggests that the person or thing is causing problems for others or things."
墙倒众人推,Everybody bits a man who is down,The wall is pushed down,"墙倒众人推 is an idiom that means that when a wall collapses, everyone pushes it down. It is used to describe a situation where people take advantage of others' misfortune or weakness to harm them. It implies that people are quick to take advantage of someone's misfortune or weakness, and they will not hesitate to do so."
片甲不留,The army is completely wiped out,No armor left,Keep it terse and faithful to each component.
片瓦无存,Be razed to the ground,No tiles left,片瓦无存 (piàn wǎ wú cún)
牛头不对马嘴,Incongruous,The bull's head is not the horse's mouth,The speaker's words or ideas are not related or make no sense.
牛鬼蛇神,Monsters and demons of all descriptions,Bull ghosts and snakes,Cow Ghost Snake God
