src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,The idiom 深入浅出 (shēn rù qiǎn chū) is often used to describe teaching or presenting information in a way that is both comprehensive and easy to understand.
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,深入人心的电影 (shēn rù rén xīn de diànyǐng) - a film that deeply resonates with people.
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deeply interpret and meticulously cover
混世魔王,Devil incarnate,Demon King of Chaos,混世魔王
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"混淆黑白 (hùnxí hēibái) means to confuse black and white, often used to describe someone who is unable to distinguish between right and wrong or good and bad."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,(hùn xiáo shì fēi)
混为一谈,Confuse something with something else,Mix it up,Mix up different things or concepts.
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Take a shallow taste and stop.
添枝加叶,Embellish a story,Add branches and leaves,Add unnecessary details or embellishments to make something more elaborate or attractive.
添砖加瓦,Do one's little bit,Add bricks and mortar,Add your own two cents.
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,Add extra details or embellish a story with more information or exaggerations.
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The idiom 涣然冰释 means ""to clear up like ice melting"" or ""to dissolve like ice."" It is used to describe a situation where tensions or conflicts are resolved and everything becomes calm and peaceful. The idiom suggests that the tension or conflict has disappeared completely, just like ice melts into water."
游刃有余,Be move than equal to a task,Do it with ease,"With a blade in hand, there is plenty of room to maneuver."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,(hún shuǐ mō yú)
浑然一体,An integral whole,All in one,To be completely integrated or unified.
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Rehearse the old and know the new.
沧海横流,The changes and disorders of the times,Across the sea,"The idiom 沧海横流 (cāng hǎi héng liú) means ""the sea is wide and the waves are high,"" which is often used to describe a situation where things are difficult or challenging. It suggests that there are many obstacles in the way, but with determination and perseverance, one can overcome them."
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast ocean.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,"The idiom 灭此朝食 (miè cǐ zhāo shí) is used to describe a complete and total defeat of an enemy, leaving nothing behind."
滴水成冰,Freezing cold,Dripping into ice,"The idiom ""滴水成冰"" means that even a small amount of water will freeze and turn into ice. It is used to describe a situation where something is extremely cold or frozen."
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","The idiom 满招损，谦受益 translates to ""Full of praise brings harm, humility brings benefit"" in English."
满城风雨,Become the talk of the town,Wind and rain all over the city,A stormy situation or a widespread event.
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,A woman who is vulgar and abusive in public.
滥竽充数,Just to fill up a vacancy,Excessive use of data,"The literal translation of 滥竽充数 is ""滥竽充数"", which means to pretend to be knowledgeable or skilled in a field when in reality one is not."
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,"The idiom ""火上加油"" means to add fuel to the fire, which implies intensifying or exacerbating a situation that is already problematic or in conflict. In this context, it suggests that something is being done to make a situation worse rather than better."
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,A night sky full of fire trees and silver flowers.
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,Mr. No-Existence
烈火见真金,True blue will never stain,Fire sees real gold,真金不怕火炼
烘云托月,Art of using contrasting effects,Baking Clouds to the Moon,"To create a misty moon illusion"" or ""To create a misty moon illusion"
无米之炊,Make bricks without straw,Cooking without rice,"The idiom ""无米之炊"" means ""to do something without the necessary ingredients or resources to accomplish it."" In other words, it refers to attempting to achieve something without the necessary tools, materials, or support."
无风不起浪,Theres no smoke without fire,"No wind, no wave",No wind makes waves
无风起浪,Make trouble out of nothing,No wind and waves,"The idiom ""无风起浪"" can be translated as ""to create a storm without any cause"" or ""to cause trouble without any reason."
无敌于天下,Unmatched anywhere in the world,Invincible in the world,"The natural English translation for ""无敌于天下"" is ""The best in the world."
无功受禄,Get a reward without deserving it,Reward without merit,"无功受禄 (wú gōng shòu lù) - To receive rewards without having earned them, or to take advantage of someone else's efforts without contributing anything in return."
无计可施,Utterly without resources,Nothing can be done,"The literal translation of ""无计可施"" is ""There is no way to deal with it."" However, in natural English, we would say ""I have no idea what to do"" or ""I'm at a loss for what to do"" to convey the same meaning."
无济于事,Useless,To no avail,It's not going to do any good.
无事不登三宝殿,"Would not go to somebody's place except on business, for help, etc",Bother you for something,"The idiom ""无事不登三宝殿"" is often used to express that every event, no matter how trivial or insignificant, has a purpose and significance that can be understood through the lens of divine intervention or human influence. It suggests that everything in the world is connected and that nothing is beyond the reach of divine intervention or human influence."
无事生非,Create problems where none exists,Much Ado About Nothing,无事生非
无所适从,With no definite plan to follow,At a loss,No place to turn to
无恶不作,Commit all manner of crimes,Do no evil,Do not do any evil.
无以复加,In the extreme,Can't be added,There is nothing more to add.
无源之水，无本之木,Watery without a source and a tree without roots,"Water without source, wood without root","Water without a source, tree without a root."
无缘无故,For no reason at all,For no reason,"The idiom ""无缘无故"" means ""for no reason"" or ""without any cause."
无庸赘述,It's unnecessary to go into details,Needless to say,"The natural English translation of the idiom ""无庸赘述"" is ""No need to elaborate."
烟消云散,Disappear in a flash,Disappear into smoke,烟消云散 (yān xiāo yún sàn)
煮鹤焚琴,Inappreciative of art or beauty,Boil the Crane and Burn the Qin,"煮鹤焚琴 is a Chinese idiom that means to waste time and energy on trivial matters, often to the point of destroying something valuable. It is often used to criticize someone who is overly critical or harsh."
