src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,"The idiom 深入浅出 (shēn rù qiǎn chū) means to explain complex or difficult ideas in a way that is easy to understand. It emphasizes the ability to make complex concepts accessible and understandable to a wide range of people, regardless of their level of education or expertise."
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Deeply into the heart
深文周纳,Frame and punish severely,Shen Wen Zhou Na,Deeply interpret and meticulously encompass.
混世魔王,Devil incarnate,Demon King of Chaos,"He's a real troublemaker, a true 混世魔王."
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,"The idiom ""混淆黑白"" is used to describe the act of confusing or misrepresenting facts, often by presenting false information as true or vice versa. The idiom suggests that the speaker is intentionally misleading others by presenting contradictory or misleading information."
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,He got the right and wrong mixed up.
混为一谈,Confuse something with something else,Mix it up,Mix up and talk about.
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,To take a superficial look.
添枝加叶,Embellish a story,Add branches and leaves,"The idiom 添枝加叶 (tiān zhī jiā yè) means to add unnecessary details or embellishments to something, often in an attempt to make it more impressive or attractive. It's like adding extra branches and leaves to a tree, but not for the purpose of making it more beautiful or useful, just to make it look bigger and fancier."
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles (to a building)
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The literal English translation of 添油加醋 is ""Add oil and vinegar,"" which is a phrase that is not commonly used in English and does not convey the same meaning as the idiom."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"Huan Ran Bing Shi"" is a Chinese idiom that means to be completely at ease and at peace, as if ice has melted away."
游刃有余,Be move than equal to a task,Do it with ease,"游刃有余 means to handle a situation or task with ease and confidence, as if you have a sharp knife that can cut through meat with ease. It implies that the person is skilled and experienced in their field, and can handle any challenges that come their way with ease."
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,"Take advantage of a situation or opportunity, often by taking advantage of others' confusion or lack of attention."
浑然一体,An integral whole,All in one,"The idiom ""浑然一体"" can be translated as ""whole and complete"" or ""inseparable"" in English. However, it is important to note that the literal translation may not always convey the full meaning of the idiom. The idiom is used to describe something that is completely unified or integrated into a single entity, and it is often used to describe a situation where two or more things are so closely connected that they appear as a single entity."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,To gain new insights by reviewing old knowledge.
沧海横流,The changes and disorders of the times,Across the sea,A stormy sea
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
灭此朝食,Be anxious to finish off the enemy immediately,Annihilate this dynasty,Kill this morning's meal
滴水成冰,Freezing cold,Dripping into ice,Drop of water becomes ice.
满招损，谦受益,One loses by pride and gains by modesty,"Full of losses, modest benefits","Fullness invites harm, humility brings benefit."
满城风雨,Become the talk of the town,Wind and rain all over the city,Full City Wind and Rain
泼妇骂街,Like a shrew shouting abuse in the street,Vixen scolding the street,"泼妇骂街 (Pó fù mà jiē) means ""to curse and swear in the street."" It is an idiom that describes a woman who is cursing and swearing in the street, often in a loud and obnoxious manner. The term ""泼妇"" (pó fù) refers to a woman who is known for her aggressive and vulgar behavior, while ""骂街"" (mà jiē) means to curse and swear in the street. The idiom is often used to describe a woman who is behaving in a way that is considered inappropriate or offensive."
滥竽充数,Just to fill up a vacancy,Excessive use of data,滥竽充数 (làn yú chōng shù)
火上加油,Add fuel to the flames (or fire),Pour oil on the flame,To add fuel to the fire
火树银花,A display of fireworks and a sea of lanterns (on a festival night),Fire tree silver flower,Fire tree silver flowers
乌有先生,Mr. Nobody - a fictitious character created by Su-Ma Hsiang Ju,Mr. Wu You,The man of no existence
烈火见真金,True blue will never stain,Fire sees real gold,Hot fire reveals true gold.
