src,true_meaning,literal_translation,predicted
深山老林,"Remote, thickly forested mountains",Deep mountain forest,Deep Mountain Old Forest
深入浅出,Explain the profound in simple terms,Explain in simple language,Deeply and clearly
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,"The idiom 深入人心 has been translated to ""Deeply ingrained in one's heart"" in natural English."
深文周纳,Frame and punish severely,Shen Wen Zhou Na,"深文周纳 (shēn wén zhōu nà) is an idiom that means to scrutinize and cover up every detail, often used to describe someone who is overly meticulous or paranoid. The literal translation provided is a direct word-for-word translation of the characters in the idiom."
混世魔王,Devil incarnate,Demon King of Chaos,A person who is so wild and unruly that they are a troublemaker in society.
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,混淆黑白 (hùn xiáo bái hēi)
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,"The idiom ""混淆是非"" is often used to describe someone who is not able to make a clear distinction between right and wrong, or who is making a mistake in their judgment. It can also be used to describe a situation where someone is being misled or deceived."
混为一谈,Confuse something with something else,Mix it up,Mixing up the two different ideas.
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Take a shallow taste and stop.
添枝加叶,Embellish a story,Add branches and leaves,NO_MATCH
添砖加瓦,Do one's little bit,Add bricks and mortar,Add bricks and tiles (no commentary)
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,"The idiom ""添油加醋"" means to add extra details or embellishments to a story or event. It implies that someone is exaggerating or adding unnecessary details to make the story more interesting or dramatic."
涣然冰释,Melt (or cleared) away,Huan Ran Freeze,"The idiom 涣然冰释 can be translated to English as ""dispelled clearly like ice melting."
游刃有余,Be move than equal to a task,Do it with ease,I've got this situation under control. I'm really good at what I do.
浑水摸鱼,Fish in troubled waters,Fishing in troubled waters,To take advantage of a situation without doing anything productive.
浑然一体,An integral whole,All in one,"The idiom ""浑然一体"" can be translated as ""Everything is in harmony and connected, forming a unified whole."" This phrase emphasizes the idea that all components of a system or organization work together seamlessly, without any conflict or division."
温故而知新,Reviewing the past helps one to understand the present,Learn from the past,Refrain from the old and know the new.
沧海横流,The changes and disorders of the times,Across the sea,The sea flows like a river
沧海一粟,A drop in the ocean (or bucket),Drop in the ocean,A grain of sand in the vast sea.
